,model,prior,duplicates,distortion,m1,m2,m3,date
533,Neither,Pitman,8,0,1.0,0.9512491,0.9750155,Wed_Mar__6_22_00_52_2024
534,Neither,Pitman,8,1,0.9948288,0.8427492,0.9124959,Wed_Mar__6_22_01_29_2024
535,Neither,Pitman,1,0,0.9956501,0.9576941,0.9763033,Wed_Mar__6_22_00_48_2024
536,Neither,Pitman,0.1,1,0.9418605,0.7751196,0.8503937,Fri_Mar__8_18_42_36_2024
537,Neither,Pitman,1,1,0.9678299,0.8209991,0.8883884,Wed_Mar__6_22_01_21_2024
538,Neither,Pitman,8,0,1.0,0.9491294,0.9739009,Fri_Mar__8_18_42_24_2024
539,Neither,Pitman,100,0,1.0,0.9542301,0.976579,Fri_Mar__8_18_42_29_2024
540,Neither,Pitman,0.1,0,0.9656863,0.9471154,0.9563107,Wed_Mar__6_22_00_44_2024
541,Neither,Pitman,8,1,0.9928622,0.8404834,0.9103403,Fri_Mar__8_18_42_40_2024
542,Neither,Pitman,100,1,0.994842,0.8235922,0.9011535,Wed_Mar__6_22_01_37_2024
543,Neither,Pitman,100,0,1.0,0.9538297,0.9763693,Wed_Mar__6_22_01_05_2024
544,Neither,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Fri_Mar__8_18_42_05_2024
545,Neither,Pitman,1,1,0.9629226,0.8168363,0.8838839,Fri_Mar__8_18_42_34_2024
546,Neither,Pitman,0.1,1,0.9310345,0.7751196,0.845953,Wed_Mar__6_22_01_01_2024
547,Neither,Pitman,1,1,0.9677243,0.8182239,0.8867168,Wed_Mar__6_22_01_03_2024
548,Neither,Pitman,8,1,0.9948112,0.8398792,0.9108035,Mon_Feb_12_10_10_55_2024
549,Neither,Pitman,8,0,1.0,0.949735,0.9742196,Wed_Mar__6_22_00_53_2024
550,Neither,Pitman,1,1,0.9655549,0.8168363,0.8849912,Fri_Mar__8_03_08_02_2024
551,Neither,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Wed_Mar__6_22_00_45_2024
552,Neither,Pitman,1,0,0.9937198,0.9562994,0.9746506,Wed_Mar__6_22_00_48_2024
553,Neither,Pitman,100,0,0.9994407,0.9538297,0.9761027,Mon_Feb_12_10_10_42_2024
554,Neither,Pitman,0.1,1,0.9314286,0.7799043,0.8489583,Fri_Mar__8_03_07_58_2024
555,Neither,Pitman,8,1,0.9939307,0.8410876,0.9111438,Fri_Mar__8_03_08_07_2024
556,Neither,Pitman,8,1,0.9944771,0.8432024,0.9126134,Wed_Mar__6_22_01_08_2024
557,Neither,Pitman,100,1,0.995318,0.8226581,0.900789,Wed_Mar__6_22_01_12_2024
558,Neither,Pitman,1,1,0.9641304,0.8205365,0.8865567,Mon_Feb_12_10_10_51_2024
559,Neither,Pitman,0.1,0,0.9800995,0.9471154,0.9633252,Fri_Mar__8_03_07_40_2024
560,Neither,Pitman,100,1,0.995969,0.8242594,0.9020152,Mon_Feb_12_10_10_59_2024
561,Neither,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Mon_Feb_12_10_10_34_2024
562,Neither,Pitman,100,0,0.999441,0.9542301,0.9763124,Fri_Mar__8_03_07_51_2024
563,Neither,Pitman,100,0,1.0,0.9542301,0.976579,Wed_Mar__6_22_00_51_2024
564,Neither,Pitman,1,0,0.9961297,0.9572292,0.9762921,Mon_Feb_12_10_10_36_2024
565,Neither,Pitman,0.1,1,0.9360465,0.7703349,0.8451444,Mon_Feb_12_10_10_47_2024
566,Neither,Pitman,100,1,0.9940447,0.824126,0.9011454,Fri_Mar__8_03_08_11_2024
567,Neither,Pitman,8,0,1.0,0.9509463,0.9748564,Mon_Feb_12_10_10_38_2024
568,Neither,Pitman,8,0,1.0,0.9507949,0.9747769,Fri_Mar__8_03_07_47_2024
569,Neither,Pitman,1,0,0.9951667,0.9572292,0.9758294,Fri_Mar__8_03_07_44_2024
570,Neither,Pitman,8,0,1.0,0.9510977,0.974936,Fri_Mar__8_01_19_30_2024
571,Neither,Pitman,8,0,1.0,0.9507949,0.9747769,Wed_Mar__6_22_27_04_2024
572,Neither,Pitman,1,0,0.9961278,0.9567643,0.9760493,Fri_Mar__8_01_19_28_2024
573,Neither,Pitman,0.1,1,0.9418605,0.7751196,0.8503937,Wed_Mar__6_22_27_13_2024
574,Neither,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Wed_Mar__6_22_26_59_2024
575,Neither,Pitman,100,0,1.0,0.9542301,0.976579,Wed_Mar__6_22_27_08_2024
576,Neither,Pitman,0.1,1,0.9411765,0.7655502,0.8443272,Fri_Mar__8_01_19_41_2024
577,Neither,Pitman,100,0,1.0,0.953296,0.9760896,Fri_Mar__8_01_19_36_2024
578,Neither,Pitman,0.1,0,0.9800995,0.9471154,0.9633252,Fri_Mar__8_01_19_26_2024
579,Neither,Pitman,1,1,0.9640719,0.8191489,0.8857214,Fri_Mar__8_01_19_46_2024
580,Neither,Pitman,8,1,0.9934304,0.8451662,0.9133203,Fri_Mar__8_01_19_50_2024
581,Neither,Pitman,100,1,0.9959658,0.8235922,0.9016142,Fri_Mar__8_01_19_54_2024
582,Neither,Pitman,1,0,0.9951597,0.9558345,0.9751008,Wed_Mar__6_22_27_01_2024
583,Neither,Pitman,8,1,0.9946476,0.842145,0.9120654,Wed_Mar__6_22_27_22_2024
584,Neither,Pitman,1,1,0.9651606,0.820074,0.8867217,Wed_Mar__6_22_27_17_2024
585,Neither,Pitman,100,1,0.9958058,0.8237256,0.9016286,Wed_Mar__6_22_27_26_2024
586,Neither,Pitman,1,0,0.9956501,0.9576941,0.9763033,Fri_Mar__8_01_18_51_2024
587,Neither,Pitman,8,0,1.0,0.9504921,0.9746177,Fri_Mar__8_01_19_01_2024
588,Neither,Pitman,100,0,0.9994409,0.9540966,0.9762425,Wed_Mar_13_00_46_18_2024
589,Neither,Pitman,8,1,0.9939437,0.8429003,0.9122119,Fri_Mar__8_01_19_13_2024
590,Neither,Pitman,1,1,0.9651226,0.8191489,0.8861646,Wed_Mar__6_22_27_29_2024
591,Neither,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Wed_Mar__6_22_27_11_2024
592,Neither,Pitman,100,1,0.9959664,0.8237256,0.9016944,Wed_Mar_13_00_46_38_2024
593,Neither,Pitman,100,1,0.9979036,0.8257272,0.9036875,Fri_Mar__8_01_19_14_2024
594,Neither,Pitman,1,1,0.9649891,0.8159112,0.8842105,Thu_Mar_14_12_44_48_2024
595,Neither,Pitman,0.1,1,0.9360465,0.7703349,0.8451444,Fri_Mar__8_01_19_06_2024
596,Neither,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Thu_Mar_14_12_44_18_2024
597,Neither,Pitman,0.1,1,0.9364162,0.7751196,0.8481675,Wed_Mar_13_00_46_23_2024
598,Neither,Pitman,100,1,0.9957963,0.8218575,0.9005044,Thu_Mar_14_12_45_10_2024
599,Neither,Pitman,1,0,0.9966134,0.9576941,0.9767662,Wed_Mar__6_22_27_13_2024
600,Neither,Pitman,0.1,0,0.9752475,0.9471154,0.9609756,Fri_Mar__8_01_18_49_2024
601,Neither,Pitman,1,1,0.9670692,0.8149861,0.8845382,Wed_Mar_13_00_46_29_2024
602,Neither,Pitman,100,1,0.9962915,0.8245263,0.9023072,Wed_Mar__6_22_27_36_2024
603,Neither,Pitman,100,0,1.0,0.953296,0.9760896,Sat_Mar_16_12_33_56_2024
604,Neither,Pitman,1,0,0.9956543,0.9586239,0.9767883,Wed_Mar_13_00_46_06_2024
605,Neither,Pitman,100,0,1.0,0.9539632,0.9764393,Wed_Mar__6_22_27_21_2024
606,Neither,Pitman,0.1,1,0.9367816,0.7799043,0.8511749,Wed_Mar__6_22_27_19_2024
607,Neither,Pitman,8,0,1.0,0.9498864,0.9742992,Thu_Mar_14_12_44_28_2024
608,Neither,Pitman,8,0,1.0,0.9509463,0.9748564,Wed_Mar__6_22_27_15_2024
609,Neither,Pitman,1,1,0.9655738,0.8172988,0.8852705,Fri_Mar__8_01_19_09_2024
610,Neither,Pitman,8,1,0.9941271,0.8438066,0.9128197,Thu_Mar_14_12_44_57_2024
611,Neither,Pitman,8,1,0.9926994,0.842145,0.9112455,Wed_Mar__6_22_27_33_2024
612,Neither,Pitman,8,1,0.9957181,0.8430514,0.913047,Wed_Mar_13_00_46_34_2024
613,Neither,Pitman,100,0,1.0,0.9542301,0.976579,Thu_Mar_14_12_44_40_2024
614,Neither,Pitman,1,0,0.9961297,0.9572292,0.9762921,Thu_Mar_14_12_44_22_2024
615,Neither,Pitman,8,0,1.0,0.9507949,0.9747769,Wed_Mar_13_00_46_13_2024
616,Neither,Pitman,0.1,1,0.9356725,0.7655502,0.8421053,Thu_Mar_14_12_44_38_2024
617,Neither,Pitman,0.1,0,0.9704433,0.9471154,0.9586375,Wed_Mar_13_00_46_01_2024
618,Neither,Pitman,100,0,1.0,0.9534294,0.9761596,Fri_Mar__8_01_19_00_2024
619,No Empiri,Uniform,1,1,0.9447368,0.8302498,0.8838011,Thu_Mar__7_23_54_34_2024
620,No Empiri,Uniform,0.1,0,0.1926428,0.9567308,0.3207091,Wed_Mar__6_22_01_42_2024
621,No Empiri,Uniform,0.1,1,0.1745868,0.8086124,0.2871708,Thu_Mar__7_23_54_28_2024
622,No Empiri,Uniform,8,1,0.997821,0.8300604,0.9062423,Wed_Mar__6_22_02_02_2024
623,No Empiri,Uniform,100,0,1.0,0.9524953,0.9756698,Thu_Mar__7_23_54_27_2024
624,No Empiri,Uniform,1,0,0.9946988,0.9595537,0.9768102,Wed_Mar__6_22_01_45_2024
625,No Empiri,Uniform,100,1,0.9998349,0.8082466,0.8938902,Thu_Mar__7_23_54_41_2024
626,No Empiri,Uniform,8,0,1.0,0.9485238,0.973582,Thu_Mar__7_23_54_22_2024
627,No Empiri,Uniform,0.1,1,0.1726619,0.8038278,0.284264,Wed_Mar__6_22_01_51_2024
628,No Empiri,Uniform,8,0,1.0,0.9504921,0.9746177,Wed_Mar__6_22_01_46_2024
629,No Empiri,Uniform,100,1,1.0,0.8079797,0.8937929,Wed_Mar__6_22_02_06_2024
630,No Empiri,Uniform,1,1,0.948909,0.8246994,0.8824548,Wed_Mar__6_22_01_58_2024
631,No Empiri,Uniform,8,1,0.9974587,0.8300604,0.9060928,Thu_Mar__7_23_54_38_2024
632,No Empiri,Uniform,100,0,1.0,0.9542301,0.976579,Wed_Mar__6_22_01_50_2024
633,No Empiri,Uniform,1,0,0.9951667,0.9572292,0.9758294,Thu_Mar__7_23_54_21_2024
634,No Empiri,Uniform,0.1,0,0.1937683,0.9567308,0.3222672,Thu_Mar__7_23_54_18_2024
635,No Empiri,Uniform,100,0,1.0,0.9524953,0.9756698,Fri_Mar__8_04_16_40_2024
636,No Empiri,Uniform,100,1,0.9998345,0.8063784,0.8927463,Wed_Mar__6_22_02_21_2024
637,No Empiri,Uniform,0.1,0,0.1945259,0.9567308,0.3233144,Wed_Mar__6_22_01_50_2024
638,No Empiri,Uniform,0.1,1,0.1726619,0.8038278,0.284264,Wed_Mar__6_22_02_07_2024
639,No Empiri,Uniform,0.1,1,0.1707317,0.8038278,0.2816429,Mon_Feb_12_10_10_39_2024
640,No Empiri,Uniform,1,0,0.9951714,0.958159,0.9763145,Fri_Mar__8_04_16_38_2024
641,No Empiri,Uniform,8,1,0.9972772,0.8299094,0.9059279,Wed_Mar__6_22_02_17_2024
642,No Empiri,Uniform,1,1,0.9433665,0.8320999,0.8842467,Fri_Mar__8_04_16_49_2024
643,No Empiri,Uniform,8,1,0.997819,0.8293051,0.9057911,Fri_Mar__8_04_16_56_2024
644,No Empiri,Uniform,8,1,0.9978166,0.8283988,0.9052493,Mon_Feb_12_10_10_44_2024
645,No Empiri,Uniform,8,0,1.0,0.9485238,0.973582,Mon_Feb_12_10_10_33_2024
646,No Empiri,Uniform,8,0,1.0,0.9492808,0.9739806,Wed_Mar__6_22_01_57_2024
647,No Empiri,Uniform,100,1,0.9998351,0.8091807,0.8944612,Fri_Mar__8_04_16_53_2024
648,No Empiri,Uniform,0.1,1,0.1707317,0.8038278,0.2816429,Fri_Mar__8_04_16_48_2024
649,No Empiri,Uniform,100,0,1.0,0.9538297,0.9763693,Wed_Mar__6_22_02_02_2024
650,No Empiri,Uniform,1,1,0.9440042,0.8265495,0.881381,Wed_Mar__6_22_02_12_2024
651,No Empiri,Uniform,1,1,0.9477573,0.8307123,0.8853833,Mon_Feb_12_10_10_41_2024
652,No Empiri,Uniform,100,1,0.999835,0.8087804,0.8942166,Mon_Feb_12_10_10_45_2024
653,No Empiri,Uniform,0.1,0,0.1956735,0.9567308,0.324898,Mon_Feb_12_10_10_29_2024
654,No Empiri,Uniform,1,0,0.9956501,0.9576941,0.9763033,Wed_Mar__6_22_01_53_2024
655,No Empiri,Uniform,0.1,0,0.1932039,0.9567308,0.3214863,Fri_Mar__8_04_16_33_2024
656,No Empiri,Uniform,100,0,1.0,0.9524953,0.9756698,Mon_Feb_12_10_10_37_2024
657,No Empiri,Uniform,8,0,1.0,0.9486752,0.9736617,Fri_Mar__8_04_16_41_2024
658,No Empiri,Uniform,1,0,0.9942141,0.9586239,0.9760947,Mon_Feb_12_10_10_31_2024
659,No Empiri,Uniform,100,0,1.0,0.952095,0.9754597,Thu_Mar__7_15_03_46_2024
660,No Empiri,Uniform,1,0,0.9946962,0.9590888,0.976568,Wed_Mar__6_22_27_43_2024
661,No Empiri,Uniform,0.1,0,0.1924565,0.9567308,0.3204509,Thu_Mar__7_15_03_38_2024
662,No Empiri,Uniform,0.1,0,0.1935798,0.9567308,0.3220065,Wed_Mar__6_22_27_42_2024
663,No Empiri,Uniform,0.1,1,0.1733333,0.8086124,0.285473,Wed_Mar__6_22_27_55_2024
664,No Empiri,Uniform,8,1,0.9979949,0.8270393,0.9045102,Wed_Mar__6_22_28_02_2024
665,No Empiri,Uniform,8,0,1.0,0.9501893,0.9744585,Thu_Mar__7_15_03_42_2024
666,No Empiri,Uniform,0.1,1,0.1731557,0.8086124,0.2852321,Thu_Mar__7_15_03_48_2024
667,No Empiri,Uniform,8,0,1.0,0.9507949,0.9747769,Wed_Mar__6_22_27_47_2024
668,No Empiri,Uniform,1,1,0.9415789,0.8274746,0.8808469,Thu_Mar__7_15_03_52_2024
669,No Empiri,Uniform,100,1,1.0,0.8101148,0.8950977,Thu_Mar__7_15_03_58_2024
670,No Empiri,Uniform,100,0,1.0,0.9530291,0.9759497,Wed_Mar__6_22_27_51_2024
671,No Empiri,Uniform,100,1,0.9998352,0.8097144,0.8947873,Wed_Mar__6_22_28_05_2024
672,No Empiri,Uniform,1,0,0.9951644,0.9567643,0.9755866,Thu_Mar__7_15_03_39_2024
673,No Empiri,Uniform,8,1,0.9967177,0.8256798,0.9031725,Thu_Mar__7_15_03_55_2024
674,No Empiri,Uniform,1,1,0.9459173,0.8251619,0.8814229,Wed_Mar__6_22_27_58_2024
675,No Empiri,Uniform,8,0,1.0,0.9498864,0.9742992,Wed_Mar_13_00_47_21_2024
676,No Empiri,Uniform,8,0,1.0,0.948978,0.9738212,Sat_Mar_16_01_31_02_2024
677,No Empiri,Uniform,100,1,1.0,0.8058447,0.892485,Thu_Mar_14_15_17_30_2024
678,No Empiri,Uniform,100,1,1.0,0.806245,0.8927305,Thu_Mar__7_15_04_04_2024
679,No Empiri,Uniform,1,1,0.9453001,0.8233117,0.8800989,Thu_Mar__7_15_04_00_2024
680,No Empiri,Uniform,0.1,1,0.1736896,0.8086124,0.285956,Thu_Mar_14_15_17_19_2024
681,No Empiri,Uniform,1,0,0.9951714,0.958159,0.9763145,Thu_Mar_14_15_17_06_2024
682,No Empiri,Uniform,1,1,0.9448568,0.8242368,0.8804348,Thu_Mar_14_15_17_24_2024
683,No Empiri,Uniform,1,0,0.9956606,0.9600186,0.9775148,Wed_Mar__6_22_28_11_2024
684,No Empiri,Uniform,8,1,0.9978186,0.8291541,0.9057008,Thu_Mar__7_15_04_02_2024
685,No Empiri,Uniform,8,1,0.9978126,0.8268882,0.904345,Thu_Mar_14_15_17_28_2024
686,No Empiri,Uniform,0.1,0,0.1958661,0.9567308,0.3251634,Sat_Mar_16_01_30_52_2024
687,No Empiri,Uniform,0.1,1,0.1720978,0.8086124,0.2837951,Wed_Mar__6_22_28_18_2024
688,No Empiri,Uniform,0.1,1,0.1722732,0.8086124,0.2840336,Wed_Mar_13_00_47_29_2024
689,No Empiri,Uniform,100,0,1.0,0.9530291,0.9759497,Sat_Mar_16_01_31_07_2024
690,No Empiri,Uniform,0.1,0,0.1941463,0.9567308,0.3227899,Wed_Mar_13_00_47_13_2024
691,No Empiri,Uniform,0.1,1,0.1730175,0.8038278,0.2847458,Thu_Mar__7_15_03_58_2024
692,No Empiri,Uniform,100,0,1.0,0.9528956,0.9758797,Thu_Mar_14_15_17_13_2024
693,No Empiri,Uniform,8,1,0.9980036,0.8306647,0.9066777,Wed_Mar_13_00_47_34_2024
694,No Empiri,Uniform,100,0,1.0,0.9534294,0.9761596,Wed_Mar__6_22_28_17_2024
695,No Empiri,Uniform,8,0,1.0,0.9504921,0.9746177,Wed_Mar__6_22_28_15_2024
696,No Empiri,Uniform,0.1,0,0.194907,0.9567308,0.3238405,Thu_Mar_14_15_17_01_2024
697,No Empiri,Uniform,0.1,0,0.1941176,0.9519231,0.3224756,Thu_Mar__7_15_03_48_2024
698,No Empiri,Uniform,1,0,0.9946886,0.9576941,0.9758408,Wed_Mar_13_00_47_16_2024
699,No Empiri,Uniform,100,0,1.0,0.9540966,0.9765092,Thu_Mar__7_15_03_53_2024
700,No Empiri,Uniform,0.1,0,0.1962525,0.9567308,0.3256956,Wed_Mar__6_22_28_10_2024
701,No Empiri,Uniform,100,1,1.0,0.8097144,0.8948533,Wed_Mar_13_00_47_40_2024
702,No Empiri,Uniform,8,1,0.9978237,0.8311178,0.9068732,Wed_Mar__6_22_28_25_2024
703,No Empiri,Uniform,100,1,1.0,0.8081132,0.8938745,Wed_Mar__6_22_28_27_2024
704,No Empiri,Uniform,1,1,0.9486501,0.8288622,0.8847198,Wed_Mar_13_00_47_32_2024
705,No Empiri,Uniform,100,0,1.0,0.9524953,0.9756698,Wed_Mar_13_00_47_24_2024
706,No Empiri,Uniform,1,1,0.9483122,0.8316374,0.8861508,Wed_Mar__6_22_28_23_2024
707,No Empiri,Uniform,1,0,0.9937259,0.9572292,0.9751362,Thu_Mar__7_15_03_50_2024
708,No Empiri,Uniform,1,0,0.9927711,0.9576941,0.9749172,Sat_Mar_16_01_30_56_2024
709,No Empiri,Uniform,8,0,1.0,0.9492808,0.9739806,Thu_Mar_14_15_17_07_2024
710,No Empiri,Uniform,8,0,1.0,0.9491294,0.9739009,Thu_Mar__7_15_03_52_2024
711,No Empiri,Uniform,100,1,1.0,0.8058447,0.892485,Thu_Mar_14_15_17_30_2024
712,No Empiri,Uniform,0.1,1,0.1736896,0.8086124,0.285956,Thu_Mar_14_15_17_19_2024
713,No Empiri,Uniform,0.1,0,0.1958661,0.9567308,0.3251634,Sat_Mar_16_01_30_52_2024
714,No Empiri,Uniform,1,1,0.9483122,0.8316374,0.8861508,Wed_Mar__6_22_28_23_2024
715,Both,BNBD4,1,1,0.9639738,0.8168363,0.8843265,Thu_Mar__7_08_20_03_2024
716,Both,BNBD4,0.1,1,0.9204545,0.7751196,0.8415584,Thu_Mar__7_08_20_07_2024
717,Both,BNBD4,1,0,0.9990319,0.9595537,0.9788949,Thu_Mar__7_08_19_53_2024
718,Both,BNBD4,1,1,0.9689034,0.8214616,0.8891114,Wed_Mar__6_22_03_24_2024
719,Both,BNBD4,100,1,0.9977416,0.8253269,0.9033813,Thu_Mar__7_08_20_16_2024
720,Both,BNBD4,100,1,0.9974185,0.8249266,0.9030091,Wed_Mar__6_22_03_31_2024
721,Both,BNBD4,1,0,0.9966118,0.9572292,0.9765236,Wed_Mar__6_22_03_12_2024
722,Both,BNBD4,0.1,0,0.980198,0.9519231,0.9658537,Thu_Mar__7_08_19_52_2024
723,Both,BNBD4,100,0,1.0,0.9540966,0.9765092,Thu_Mar__7_08_20_04_2024
724,Both,BNBD4,8,1,0.9950284,0.8465257,0.9147894,Wed_Mar__6_22_03_27_2024
725,Both,BNBD4,8,0,1.0,0.9509463,0.9748564,Wed_Mar__6_22_03_15_2024
726,Both,BNBD4,0.1,0,0.9705882,0.9519231,0.961165,Wed_Mar__6_22_03_09_2024
727,Both,BNBD4,8,1,0.9925453,0.844713,0.9126816,Thu_Mar__7_08_20_15_2024
728,Both,BNBD4,0.1,1,0.9217877,0.7894737,0.8505155,Wed_Mar__6_22_03_20_2024
729,Both,BNBD4,8,0,1.0,0.9512491,0.9750155,Thu_Mar__7_08_20_01_2024
730,Both,BNBD4,100,0,1.0,0.9538297,0.9763693,Wed_Mar__6_22_03_17_2024
731,Both,BNBD4,0.1,1,0.9213483,0.784689,0.8475452,Thu_Mar__7_14_27_06_2024
732,Both,BNBD4,8,1,0.9942969,0.8427492,0.9122721,Mon_Feb_12_10_11_16_2024
733,Both,BNBD4,1,1,0.9652928,0.8233117,0.888667,Wed_Mar__6_22_03_40_2024
734,Both,BNBD4,1,0,0.9966167,0.9586239,0.9772512,Thu_Mar__7_14_27_01_2024
735,Both,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Thu_Mar__7_14_26_58_2024
736,Both,BNBD4,1,0,0.9971,0.9590888,0.9777251,Mon_Feb_12_10_11_06_2024
737,Both,BNBD4,100,1,0.996467,0.8279957,0.904453,Mon_Feb_12_10_11_17_2024
738,Both,BNBD4,8,1,0.9925453,0.844713,0.9126816,Wed_Mar__6_22_03_43_2024
739,Both,BNBD4,8,0,1.0,0.9504921,0.9746177,Thu_Mar__7_14_27_04_2024
740,Both,BNBD4,100,1,0.9967773,0.8254604,0.9030657,Thu_Mar__7_14_27_18_2024
741,Both,BNBD4,8,0,0.9998409,0.9515519,0.9750989,Mon_Feb_12_10_11_08_2024
742,Both,BNBD4,8,0,1.0,0.9509463,0.9748564,Wed_Mar__6_22_03_28_2024
743,Both,BNBD4,100,1,0.9972629,0.8265279,0.9039037,Wed_Mar__6_22_03_46_2024
744,Both,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Mon_Feb_12_10_11_04_2024
745,Both,BNBD4,0.1,1,0.9213483,0.784689,0.8475452,Wed_Mar__6_22_03_32_2024
746,Both,BNBD4,100,0,1.0,0.9538297,0.9763693,Wed_Mar__6_22_03_32_2024
747,Both,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Wed_Mar__6_22_03_23_2024
748,Both,BNBD4,100,0,1.0,0.9542301,0.976579,Mon_Feb_12_10_11_11_2024
749,Both,BNBD4,1,1,0.9601293,0.8242368,0.8870085,Mon_Feb_12_10_11_13_2024
750,Both,BNBD4,0.1,1,0.9213483,0.784689,0.8475452,Mon_Feb_12_10_11_12_2024
751,Both,BNBD4,1,1,0.9631835,0.8228492,0.8875031,Thu_Mar__7_14_27_14_2024
752,Both,BNBD4,1,0,0.996139,0.9595537,0.9775041,Wed_Mar__6_22_03_25_2024
753,Both,BNBD4,8,1,0.9937722,0.8436556,0.9125817,Thu_Mar__7_14_27_15_2024
754,Both,BNBD4,100,0,1.0,0.9534294,0.9761596,Thu_Mar__7_14_27_08_2024
755,Both,BNBD4,1,1,0.9619151,0.8177613,0.884,Wed_Mar__6_22_28_47_2024
756,Both,BNBD4,0.1,1,0.9213483,0.784689,0.8475452,Wed_Mar__6_22_28_45_2024
757,Both,BNBD4,100,0,1.0,0.9542301,0.976579,Thu_Mar__7_15_13_41_2024
758,Both,BNBD4,0.1,1,0.9222222,0.7942584,0.8534704,Thu_Mar__7_15_13_42_2024
759,Both,BNBD4,8,1,0.994485,0.8444109,0.9133241,Thu_Mar__7_15_13_49_2024
760,Both,BNBD4,100,1,0.9961402,0.8265279,0.9034422,Thu_Mar__7_15_13_51_2024
761,Both,BNBD4,8,1,0.9937844,0.8453172,0.9135581,Wed_Mar__6_22_28_52_2024
762,Both,BNBD4,1,0,0.997093,0.9567643,0.9765125,Thu_Mar__7_15_13_38_2024
763,Both,BNBD4,8,0,0.9998409,0.9515519,0.9750989,Wed_Mar__6_22_28_33_2024
764,Both,BNBD4,8,0,1.0,0.9509463,0.9748564,Thu_Mar__7_15_13_41_2024
765,Both,BNBD4,100,0,1.0,0.9534294,0.9761596,Wed_Mar__6_22_28_35_2024
766,Both,BNBD4,1,1,0.963587,0.820074,0.886057,Thu_Mar__7_15_13_46_2024
767,Both,BNBD4,100,1,0.9967949,0.8299973,0.9057813,Wed_Mar__6_22_28_55_2024
768,Both,BNBD4,1,0,0.9966134,0.9576941,0.9767662,Wed_Mar__6_22_28_32_2024
769,Both,BNBD4,0.1,0,0.980198,0.9519231,0.9658537,Thu_Mar__7_15_13_35_2024
770,Both,BNBD4,0.1,0,0.9753695,0.9519231,0.9635036,Wed_Mar__6_22_28_30_2024
771,Both,BNBD4,8,0,1.0,0.9498864,0.9742992,Fri_Mar__8_00_49_50_2024
772,Both,BNBD4,1,0,0.9980601,0.9567643,0.976976,Wed_Mar_13_00_48_21_2024
773,Both,BNBD4,100,1,0.9961209,0.8223912,0.9009575,Thu_Mar_14_08_13_30_2024
774,Both,BNBD4,8,1,0.9928826,0.8429003,0.9117647,Wed_Mar_13_00_48_39_2024
775,Both,BNBD4,1,1,0.9677419,0.8186864,0.8869957,Fri_Mar__8_00_50_02_2024
776,Both,BNBD4,0.1,0,0.9752475,0.9471154,0.9609756,Thu_Mar_14_08_12_59_2024
777,Both,BNBD4,100,1,0.9953271,0.8242594,0.9017518,Wed_Mar__6_22_29_16_2024
778,Both,BNBD4,8,1,0.9921778,0.8430514,0.9115557,Thu_Mar_14_08_13_25_2024
779,Both,BNBD4,100,0,1.0,0.9542301,0.976579,Wed_Mar__6_22_28_58_2024
780,Both,BNBD4,1,1,0.9677419,0.8186864,0.8869957,Fri_Mar_15_23_37_10_2024
781,Both,BNBD4,8,0,1.0,0.9512491,0.9750155,Thu_Mar_14_08_13_02_2024
782,Both,BNBD4,1,0,0.9966184,0.9590888,0.9774935,Fri_Mar_15_23_36_55_2024
783,Both,BNBD4,8,1,0.9923772,0.8456193,0.9131392,Wed_Mar__6_22_29_18_2024
784,Both,BNBD4,1,0,0.9975763,0.9567643,0.9767442,Wed_Mar__6_22_28_53_2024
785,Both,BNBD4,100,0,1.0,0.9542301,0.976579,Fri_Mar__8_00_49_52_2024
786,Both,BNBD4,0.1,0,0.9850746,0.9519231,0.9682152,Wed_Mar_13_00_48_19_2024
787,Both,BNBD4,0.1,1,0.9217877,0.7894737,0.8505155,Fri_Mar__8_00_49_58_2024
788,Both,BNBD4,100,1,0.9983884,0.8266613,0.9044456,Fri_Mar__8_00_50_09_2024
789,Both,BNBD4,8,0,1.0,0.9510977,0.974936,Wed_Mar__6_22_28_54_2024
790,Both,BNBD4,100,1,0.9966156,0.8251935,0.9028396,Wed_Mar_13_00_48_43_2024
791,Both,BNBD4,0.1,0,0.985,0.9471154,0.9656863,Fri_Mar_15_23_36_52_2024
792,Both,BNBD4,8,1,0.9950107,0.8435045,0.913015,Fri_Mar__8_00_50_05_2024
793,Both,BNBD4,1,0,0.9975775,0.9572292,0.976987,Thu_Mar_14_08_13_04_2024
794,Both,BNBD4,1,0,0.9985479,0.9590888,0.9784207,Fri_Mar__8_00_49_46_2024
795,Both,BNBD4,8,0,1.0,0.9507949,0.9747769,Fri_Mar_15_23_37_02_2024
796,Both,BNBD4,100,1,0.9969424,0.8266613,0.9038518,Fri_Mar_15_23_37_17_2024
797,Both,BNBD4,1,1,0.966286,0.8219241,0.8882779,Wed_Mar_13_00_48_35_2024
798,Both,BNBD4,100,0,1.0,0.953296,0.9760896,Thu_Mar_14_08_13_06_2024
