,model,prior,duplicates_level,distortion_level,num_iter,replicates,precision,recall,f1score
1917,No Empirical,Bounded NBD,High,Low,10000,19,1.0,0.9376997,0.9678483
1918,No Empirical,Bounded NBD,High,High,10000,19,0.9989733,0.7777778,0.8746067
1919,No Empirical,Bounded NBD,Medium,Low,10000,19,1.0,0.9191919,0.9578947
1920,Both,Pitman,Low,Low,50000,0,0.9677419,0.952381,0.96
1921,Both,Pitman,High,Low,50000,0,1.0,0.9448882,0.9716632
1922,Both,Pitman,Very High,High,50000,0,1.0,0.7216633,0.8383327
1923,Both,Pitman,High,High,50000,0,1.0,0.6858513,0.8136558
1924,Both,Pitman,Medium,Low,50000,0,1.0,0.9232323,0.960084
1925,Both,Pitman,Very High,Low,50000,0,1.0,0.9237344,0.9603554
1926,Both,Pitman,Medium,High,50000,0,0.9916667,0.7330595,0.8429752
1927,Both,Pitman,Low,High,50000,0,1.0,0.75,0.8571429
1928,Both,Pitman,Very High,High,50000,2,1.0,0.7169685,0.8351563
1929,Both,Pitman,Medium,High,50000,2,0.9890411,0.7412731,0.8474178
1930,Both,Pitman,Very High,Low,50000,2,1.0,0.9230769,0.96
1931,Both,Pitman,Medium,Low,50000,2,1.0,0.9232323,0.960084
1932,Both,Pitman,High,Low,50000,2,1.0,0.9408946,0.9695473
1933,Both,Pitman,High,High,50000,2,1.0,0.6834532,0.8119658
1934,Both,Pitman,Low,Low,50000,2,0.9836066,0.952381,0.9677419
1935,Both,Pitman,Low,High,50000,2,1.0,0.7333333,0.8461538
1936,Both,Pitman,Medium,Low,50000,3,1.0,0.9292929,0.9633508
1937,Both,Pitman,Low,Low,50000,3,0.9836066,0.952381,0.9677419
1938,Both,Pitman,Very High,Low,50000,3,1.0,0.9230769,0.96
1939,Both,Pitman,Low,High,50000,3,1.0,0.75,0.8571429
1940,Both,Pitman,Very High,High,50000,3,1.0,0.7162978,0.8347011
1941,Both,Pitman,High,Low,50000,3,1.0,0.942492,0.9703947
1942,Both,Pitman,High,High,50000,3,1.0,0.6906475,0.8170213
1943,Both,Pitman,Medium,High,50000,3,0.9889807,0.7371663,0.8447059
1944,Both,Pitman,High,High,50000,4,1.0,0.7442046,0.8533456
1945,Both,Pitman,High,Low,50000,4,1.0,0.9384984,0.9682736
1946,Both,Pitman,Very High,Low,50000,4,1.0,0.921762,0.9592884
1947,Both,Pitman,Medium,High,50000,4,0.9916898,0.7351129,0.8443396
1948,Both,Pitman,Very High,High,50000,4,1.0,0.7156271,0.8342455
1949,Both,Pitman,Low,Low,50000,4,0.9836066,0.952381,0.9677419
1950,Both,Pitman,Medium,Low,50000,4,1.0,0.9333333,0.9655172
1951,Both,Pitman,Low,High,50000,4,1.0,0.7333333,0.8461538
1952,Both,Pitman,Medium,High,50000,5,0.9917127,0.7371663,0.8457008
1953,Both,Pitman,High,High,50000,5,1.0,0.6778577,0.8080038
1954,Both,Pitman,Medium,Low,50000,5,1.0,0.9292929,0.9633508
1955,Both,Pitman,Very High,High,50000,5,0.9971537,0.704896,0.8259332
1956,Both,Pitman,High,Low,50000,5,1.0,0.9408946,0.9695473
1957,Both,Pitman,Low,Low,50000,5,0.9836066,0.952381,0.9677419
1958,Both,Pitman,Very High,Low,50000,5,1.0,0.9230769,0.96
1959,Both,Pitman,Low,High,50000,5,1.0,0.7333333,0.8461538
1960,Both,Pitman,Medium,Low,50000,6,1.0,0.9333333,0.9655172
1961,Both,Pitman,Low,Low,50000,6,0.9836066,0.952381,0.9677419
1962,Both,Pitman,Very High,High,50000,6,1.0,0.7203219,0.8374269
1963,Both,Pitman,High,Low,50000,6,1.0,0.9400958,0.9691231
1964,Both,Pitman,Medium,High,50000,6,0.9917127,0.7371663,0.8457008
1965,Both,Pitman,High,High,50000,6,1.0,0.6818545,0.8108365
1966,Both,Pitman,Low,High,50000,6,1.0,0.7333333,0.8461538
1967,Both,Pitman,Very High,Low,50000,6,1.0,0.9230769,0.96
1968,Both,Pitman,Low,High,50000,7,1.0,0.7333333,0.8461538
1969,Both,Pitman,Medium,Low,50000,7,1.0,0.9333333,0.9655172
1970,Both,Pitman,Low,Low,50000,7,0.9836066,0.952381,0.9677419
1971,Both,Pitman,High,Low,50000,7,1.0,0.9408946,0.9695473
1972,Both,Pitman,High,High,50000,7,1.0,0.685052,0.813093
1973,Both,Pitman,Very High,High,50000,7,1.0,0.711603,0.8315047
1974,Both,Pitman,Medium,High,50000,7,0.9917127,0.7371663,0.8457008
1975,Both,Pitman,Very High,Low,50000,7,1.0,0.9263642,0.9617747
1976,Both,Pitman,High,High,50000,8,1.0,0.6770584,0.8074357
1977,Both,Pitman,Medium,High,50000,8,0.9916667,0.7330595,0.8429752
1978,Both,Pitman,High,Low,50000,8,1.0,0.9432907,0.9708179
1979,Both,Pitman,Low,High,50000,8,1.0,0.75,0.8571429
1980,Both,Pitman,Medium,Low,50000,8,1.0,0.9232323,0.960084
1981,Both,Pitman,Very High,High,50000,8,1.0,0.7156271,0.8342455
1982,Both,Pitman,Low,Low,50000,8,0.9836066,0.952381,0.9677419
1983,Both,Pitman,Very High,Low,50000,8,1.0,0.921762,0.9592884
1984,Both,Pitman,Medium,Low,50000,9,1.0,0.9232323,0.960084
1985,Both,Pitman,Low,Low,50000,9,0.9836066,0.952381,0.9677419
1986,Both,Pitman,High,Low,50000,9,1.0,0.9400958,0.9691231
1987,Both,Pitman,Medium,High,50000,9,0.9889807,0.7371663,0.8447059
1988,Both,Pitman,Low,High,50000,9,1.0,0.7333333,0.8461538
1989,Both,Pitman,Very High,Low,50000,9,1.0,0.921762,0.9592884
1990,Both,Pitman,Very High,High,50000,9,0.9971989,0.7162978,0.8337237
1991,Both,Pitman,High,High,50000,9,1.0,0.6802558,0.809705
1992,Both,Pitman,High,Low,50000,10,1.0,0.9408946,0.9695473
1993,Both,Pitman,Low,Low,50000,10,0.9836066,0.952381,0.9677419
1994,Both,Pitman,Medium,High,50000,10,0.9917127,0.7371663,0.8457008
1995,Both,Pitman,Very High,High,50000,10,1.0,0.7129443,0.8324197
1996,Both,Pitman,Very High,Low,50000,10,1.0,0.921762,0.9592884
1997,Both,Pitman,Medium,Low,50000,10,1.0,0.9292929,0.9633508
1998,Both,Pitman,High,High,50000,10,1.0,0.6794564,0.8091385
1999,Both,Pitman,Low,High,50000,10,1.0,0.75,0.8571429
2000,Both,Pitman,High,Low,50000,11,1.0,0.9392971,0.9686985
2001,Both,Pitman,Medium,Low,50000,11,1.0,0.9232323,0.960084
2002,Both,Pitman,High,High,50000,11,1.0,0.6818545,0.8108365
2003,Both,Pitman,Very High,Low,50000,11,1.0,0.9230769,0.96
2004,Both,Pitman,Very High,High,50000,11,1.0,0.8101945,0.8951464
2005,Both,Pitman,Low,Low,50000,11,0.9836066,0.952381,0.9677419
2006,Both,Pitman,Medium,High,50000,11,0.9917582,0.7412731,0.8484136
2007,Both,Pitman,Low,High,50000,11,1.0,0.7333333,0.8461538
2008,Both,Pitman,Medium,High,50000,12,0.9917127,0.7371663,0.8457008
2009,Both,Pitman,Very High,High,50000,12,0.9971857,0.7129443,0.8314431
2010,Both,Pitman,Low,High,50000,12,1.0,0.7333333,0.8461538
2011,Both,Pitman,Medium,Low,50000,12,1.0,0.9272727,0.9622642
2012,Both,Pitman,High,Low,50000,12,1.0,0.9400958,0.9691231
2013,Both,Pitman,High,High,50000,12,1.0,0.6826539,0.8114014
2014,Both,Pitman,Very High,Low,50000,12,1.0,0.9243918,0.9607106
2015,Both,Pitman,Low,Low,50000,12,0.9836066,0.952381,0.9677419
2016,Both,Pitman,High,High,50000,13,1.0,0.7330136,0.845941
2017,Both,Pitman,Low,Low,50000,13,0.9836066,0.952381,0.9677419
2018,Both,Pitman,Low,High,50000,13,1.0,0.7333333,0.8461538
2019,Both,Pitman,Very High,Low,50000,13,1.0,0.921762,0.9592884
2020,Both,Pitman,High,Low,50000,13,1.0,0.9400958,0.9691231
2021,Both,Pitman,Very High,High,50000,13,1.0,0.806841,0.8930958
2022,Both,Pitman,Medium,Low,50000,13,1.0,0.9292929,0.9633508
2023,Both,Pitman,Medium,High,50000,13,0.9916435,0.7310062,0.8416076
2024,Both,Pitman,Low,Low,50000,14,0.9836066,0.952381,0.9677419
2025,Both,Pitman,Low,High,50000,14,1.0,0.7333333,0.8461538
2026,Both,Pitman,Medium,Low,50000,14,1.0,0.9272727,0.9622642
2027,Both,Pitman,High,Low,50000,14,1.0,0.9432907,0.9708179
2028,Both,Pitman,High,High,50000,14,1.0,0.6834532,0.8119658
2029,Both,Pitman,Medium,High,50000,14,0.9889807,0.7371663,0.8447059
2030,Both,Pitman,Very High,Low,50000,14,1.0,0.921762,0.9592884
2031,Both,Pitman,Very High,High,50000,14,0.9929825,0.759222,0.8605093
2032,Both,Pitman,Very High,High,50000,15,1.0,0.7129443,0.8324197
2033,Both,Pitman,High,High,50000,15,1.0,0.6818545,0.8108365
2034,Both,Pitman,Medium,Low,50000,15,1.0,0.9333333,0.9655172
2035,Both,Pitman,Low,Low,50000,15,0.9836066,0.952381,0.9677419
2036,Both,Pitman,Medium,High,50000,15,0.9916435,0.7310062,0.8416076
2037,Both,Pitman,Very High,Low,50000,15,1.0,0.9250493,0.9610656
2038,Both,Pitman,High,Low,50000,15,1.0,0.9408946,0.9695473
2039,Both,Pitman,Low,High,50000,15,1.0,0.75,0.8571429
2040,Both,Pitman,High,Low,50000,16,1.0,0.9400958,0.9691231
2041,Both,Pitman,Medium,Low,50000,16,1.0,0.9232323,0.960084
2042,Both,Pitman,Low,Low,50000,16,0.9836066,0.952381,0.9677419
2043,Both,Pitman,Low,High,50000,16,1.0,0.75,0.8571429
2044,Both,Pitman,Very High,Low,50000,16,1.0,0.9230769,0.96
2045,Both,Pitman,Medium,High,50000,16,0.9917355,0.7392197,0.8470588
2046,Both,Pitman,High,High,50000,16,0.9968051,0.7482014,0.8547945
2047,Both,Pitman,Very High,High,50000,16,1.0,0.7142857,0.8333333
2048,Both,Pitman,Very High,Low,50000,17,1.0,0.9230769,0.96
2049,Both,Pitman,Medium,High,50000,17,0.9889807,0.7371663,0.8447059
2050,Both,Pitman,Very High,High,50000,17,1.0,0.7196512,0.8369735
2051,Both,Pitman,High,Low,50000,17,1.0,0.9408946,0.9695473
2052,Both,Pitman,High,High,50000,17,1.0,0.685052,0.813093
2053,Both,Pitman,Low,Low,50000,17,0.9836066,0.952381,0.9677419
2054,Both,Pitman,Low,High,50000,17,1.0,0.7333333,0.8461538
2055,Both,Pitman,Medium,Low,50000,17,0.9978166,0.9232323,0.9590766
2056,Both,Pitman,Low,High,50000,18,1.0,0.75,0.8571429
2057,Both,Pitman,Medium,Low,50000,18,1.0,0.9232323,0.960084
2058,Both,Pitman,Very High,High,50000,18,1.0,0.7176392,0.8356111
2059,Both,Pitman,High,High,50000,18,1.0,0.6922462,0.8181389
2060,Both,Pitman,Medium,High,50000,18,0.9916898,0.7351129,0.8443396
2061,Both,Pitman,High,Low,50000,18,1.0,0.9408946,0.9695473
2062,Both,Pitman,Low,Low,50000,18,0.9836066,0.952381,0.9677419
2063,Both,Pitman,Very High,Low,50000,18,1.0,0.9250493,0.9610656
2064,Both,Pitman,Medium,High,50000,19,0.9889503,0.7351129,0.8433451
2065,Both,Pitman,High,High,50000,19,1.0,0.685052,0.813093
2066,Both,Pitman,Medium,Low,50000,19,1.0,0.9272727,0.9622642
2067,Both,Pitman,Very High,Low,50000,19,1.0,0.9230769,0.96
2068,Both,Pitman,High,Low,50000,19,1.0,0.9384984,0.9682736
2069,Both,Pitman,Low,High,50000,19,1.0,0.75,0.8571429
2070,Both,Pitman,Very High,High,50000,19,1.0,0.7303823,0.844186
2071,Both,Pitman,Low,Low,50000,19,0.9836066,0.952381,0.9677419
2072,Both,Pitman,Low,High,50000,20,1.0,0.7166667,0.8349515
2073,Both,Pitman,Low,Low,50000,20,0.9836066,0.952381,0.9677419
2074,Both,Pitman,Medium,Low,50000,20,1.0,0.9232323,0.960084
2075,Both,Pitman,High,Low,50000,20,1.0,0.9400958,0.9691231
2076,Both,Pitman,Medium,High,50000,20,0.9890411,0.7412731,0.8474178
2077,Both,Pitman,High,High,50000,20,1.0,0.6826539,0.8114014
2078,Both,Pitman,Very High,High,50000,20,1.0,0.7075788,0.828751
2079,Both,Pitman,Very High,Low,50000,20,1.0,0.921762,0.9592884
2080,Both,uniform,Medium,High,50000,0,0.9865229,0.75154,0.8531469
2081,Both,uniform,Very High,High,50000,0,1.0,0.6653253,0.7990334
2082,Both,uniform,High,High,50000,0,1.0,0.6434852,0.7830739
2083,Both,uniform,Low,Low,50000,0,0.4255319,0.952381,0.5882353
2084,Both,uniform,Low,High,50000,0,0.5104167,0.8166667,0.6282051
2085,Both,uniform,Medium,Low,50000,0,1.0,0.9272727,0.9622642
2086,Both,uniform,High,Low,50000,0,1.0,0.936901,0.9674227
2087,Both,uniform,Very High,Low,50000,0,1.0,0.9230769,0.96
2088,Both,uniform,Very High,Low,50000,2,1.0,0.921762,0.9592884
2089,Both,uniform,Very High,High,50000,2,1.0,0.6613011,0.7961243
2090,Both,uniform,Low,High,50000,2,0.5268817,0.8166667,0.6405229
2091,Both,uniform,High,High,50000,2,1.0,0.6394884,0.7801073
2092,Both,uniform,High,Low,50000,2,1.0,0.942492,0.9703947
2093,Both,uniform,Low,Low,50000,2,0.4379562,0.952381,0.6
2094,Both,uniform,Medium,Low,50000,2,1.0,0.9292929,0.9633508
2095,Both,uniform,Medium,High,50000,2,0.9891304,0.7474333,0.851462
2096,Both,uniform,Very High,Low,50000,3,1.0,0.921762,0.9592884
2097,Both,uniform,High,Low,50000,3,1.0,0.9384984,0.9682736
2098,Both,uniform,Low,Low,50000,3,0.4316547,0.952381,0.5940594
2099,Both,uniform,Medium,High,50000,3,0.9891304,0.7474333,0.851462
2100,Both,uniform,Low,High,50000,3,0.5157895,0.8166667,0.6322581
2101,Both,uniform,Medium,Low,50000,3,1.0,0.9232323,0.960084
2102,Both,uniform,Very High,High,50000,3,1.0,0.6646546,0.7985496
2103,Both,uniform,High,High,50000,3,1.0,0.6434852,0.7830739
2104,Both,uniform,High,High,50000,4,1.0,0.6482814,0.7866149
2105,Both,uniform,High,Low,50000,4,1.0,0.9400958,0.9691231
2106,Both,uniform,Very High,Low,50000,4,1.0,0.921762,0.9592884
2107,Both,uniform,Medium,Low,50000,4,1.0,0.9272727,0.9622642
2108,Both,uniform,Low,Low,50000,4,0.4109589,0.952381,0.5741627
2109,Both,uniform,Low,High,50000,4,0.5326087,0.8166667,0.6447368
2110,Both,uniform,Medium,High,50000,4,0.9891599,0.7494867,0.8528037
2111,Both,uniform,Very High,High,50000,4,1.0,0.6653253,0.7990334
2112,Both,uniform,Low,High,50000,5,0.516129,0.8,0.627451
2113,Both,uniform,Very High,High,50000,5,1.0,0.6539235,0.7907543
2114,Both,uniform,Low,Low,50000,5,0.4137931,0.952381,0.5769231
2115,Both,uniform,Medium,Low,50000,5,1.0,0.9292929,0.9633508
2116,Both,uniform,High,High,50000,5,1.0,0.6506795,0.7883777
2117,Both,uniform,High,Low,50000,5,1.0,0.9448882,0.9716632
2118,Both,uniform,Medium,High,50000,5,0.9891304,0.7474333,0.851462
2119,Both,uniform,Very High,Low,50000,5,1.0,0.9250493,0.9610656
2120,Both,uniform,Low,High,50000,6,0.5104167,0.8166667,0.6282051
2121,Both,uniform,High,High,50000,6,0.9987608,0.6442846,0.7832847
2122,Both,uniform,Medium,High,50000,6,0.9864499,0.7474333,0.8504673
2123,Both,uniform,Very High,Low,50000,6,1.0,0.9230769,0.96
2124,Both,uniform,Low,Low,50000,6,0.4347826,0.952381,0.5970149
2125,Both,uniform,High,Low,50000,6,1.0,0.942492,0.9703947
2126,Both,uniform,Very High,High,50000,6,1.0,0.668008,0.800965
2127,Both,uniform,Medium,Low,50000,6,1.0,0.9232323,0.960084
2128,Both,uniform,Medium,Low,50000,7,1.0,0.9292929,0.9633508
2129,Both,uniform,High,High,50000,7,1.0,0.6722622,0.8040153
2130,Both,uniform,Very High,High,50000,7,1.0,0.657277,0.7932011
2131,Both,uniform,Very High,Low,50000,7,1.0,0.9237344,0.9603554
2132,Both,uniform,Low,Low,50000,7,0.4137931,0.952381,0.5769231
2133,Both,uniform,Medium,High,50000,7,0.986413,0.7453799,0.8491228
2134,Both,uniform,Low,High,50000,7,0.5384615,0.8166667,0.6490066
2135,Both,uniform,High,Low,50000,7,1.0,0.936901,0.9674227
2136,Both,uniform,High,High,50000,8,1.0,0.6490807,0.7872031
2137,Both,uniform,Medium,High,50000,8,0.9891892,0.75154,0.8541424
2138,Both,uniform,Very High,High,50000,8,1.0,0.6666667,0.8
2139,Both,uniform,Medium,Low,50000,8,0.9978495,0.9373737,0.9666667
2140,Both,uniform,Low,High,50000,8,0.5326087,0.8166667,0.6447368
2141,Both,uniform,Low,Low,50000,8,0.4347826,0.952381,0.5970149
2142,Both,uniform,High,Low,50000,8,1.0,0.9384984,0.9682736
2143,Both,uniform,Very High,Low,50000,8,1.0,0.9230769,0.96
2144,Both,uniform,Very High,High,50000,9,1.0,0.6646546,0.7985496
2145,Both,uniform,Very High,Low,50000,9,1.0,0.921762,0.9592884
2146,Both,uniform,Medium,Low,50000,9,1.0,0.9272727,0.9622642
2147,Both,uniform,High,High,50000,9,1.0,0.6450839,0.7842566
2148,Both,uniform,Low,Low,50000,9,0.4225352,0.952381,0.5853659
2149,Both,uniform,Medium,High,50000,9,0.9891304,0.7474333,0.851462
2150,Both,uniform,High,Low,50000,9,1.0,0.942492,0.9703947
2151,Both,uniform,Low,High,50000,9,0.5157895,0.8166667,0.6322581
2152,Both,uniform,Very High,Low,50000,10,1.0,0.921762,0.9592884
2153,Both,uniform,Low,High,50000,10,0.4851485,0.8166667,0.6086957
2154,Both,uniform,Medium,High,50000,10,0.9892183,0.7535934,0.8554779
2155,Both,uniform,High,Low,50000,10,1.0,0.942492,0.9703947
2156,Both,uniform,High,High,50000,10,1.0,0.647482,0.7860262
2157,Both,uniform,Medium,Low,50000,10,1.0,0.9333333,0.9655172
2158,Both,uniform,Very High,High,50000,10,1.0,0.6686787,0.8014469
2159,Both,uniform,Low,Low,50000,10,0.4545455,0.952381,0.6153846
2160,Both,uniform,High,Low,50000,11,1.0,0.9408946,0.9695473
2161,Both,uniform,High,High,50000,11,1.0,0.6490807,0.7872031
2162,Both,uniform,Very High,Low,50000,11,1.0,0.921762,0.9592884
2163,Both,uniform,Medium,Low,50000,11,1.0,0.9292929,0.9633508
2164,Both,uniform,Medium,High,50000,11,0.9865229,0.75154,0.8531469
2165,Both,uniform,Low,Low,50000,11,0.4195804,0.952381,0.5825243
2166,Both,uniform,Very High,High,50000,11,1.0,0.713615,0.8328767
2167,Both,uniform,Low,High,50000,11,0.5104167,0.8166667,0.6282051
2168,Both,uniform,High,Low,50000,12,1.0,0.9384984,0.9682736
2169,Both,uniform,Low,High,50000,12,0.5,0.8166667,0.6202532
2170,Both,uniform,Low,Low,50000,12,0.4444444,0.952381,0.6060606
2171,Both,uniform,Very High,High,50000,12,1.0,0.668008,0.800965
2172,Both,uniform,Very High,Low,50000,12,1.0,0.921762,0.9592884
2173,Both,uniform,Medium,Low,50000,12,1.0,0.9333333,0.9655172
2174,Both,uniform,Medium,High,50000,12,0.9891599,0.7494867,0.8528037
2175,Both,uniform,High,High,50000,12,1.0,0.6530775,0.7901354
2176,Both,uniform,Low,Low,50000,13,0.4109589,0.952381,0.5741627
2177,Both,uniform,High,Low,50000,13,1.0,0.9448882,0.9716632
2178,Both,uniform,Medium,High,50000,13,0.9891892,0.75154,0.8541424
2179,Both,uniform,Low,High,50000,13,0.5104167,0.8166667,0.6282051
2180,Both,uniform,Very High,Low,50000,13,1.0,0.9230769,0.96
2181,Both,uniform,High,High,50000,13,1.0,0.6498801,0.7877907
2182,Both,uniform,Medium,Low,50000,13,1.0,0.9292929,0.9633508
2183,Both,uniform,Very High,High,50000,13,1.0,0.6733736,0.8048096
2184,Both,uniform,Low,Low,50000,14,0.4285714,0.952381,0.591133
2185,Both,uniform,Very High,High,50000,14,1.0,0.6881288,0.8152563
2186,Both,uniform,High,Low,50000,14,1.0,0.9432907,0.9708179
2187,Both,uniform,High,High,50000,14,1.0,0.6554756,0.791888
2188,Both,uniform,Medium,Low,50000,14,1.0,0.9333333,0.9655172
2189,Both,uniform,Low,High,50000,14,0.5104167,0.8166667,0.6282051
2190,Both,uniform,Very High,Low,50000,14,1.0,0.9230769,0.96
2191,Both,uniform,Medium,High,50000,14,0.9864499,0.7474333,0.8504673
2192,Both,uniform,Very High,High,50000,15,1.0,0.7089202,0.8296703
2193,Both,uniform,Very High,Low,50000,15,1.0,0.921762,0.9592884
2194,Both,uniform,High,High,50000,15,1.0,0.6442846,0.7836655
2195,Both,uniform,Medium,High,50000,15,0.9891599,0.7494867,0.8528037
2196,Both,uniform,Low,High,50000,15,0.5764706,0.8166667,0.6758621
2197,Both,uniform,Low,Low,50000,15,0.4137931,0.952381,0.5769231
2198,Both,uniform,High,Low,50000,15,1.0,0.9408946,0.9695473
2199,Both,uniform,Medium,Low,50000,15,1.0,0.9292929,0.9633508
2200,Both,uniform,Low,Low,50000,16,0.4109589,0.952381,0.5741627
2201,Both,uniform,Low,High,50000,16,0.4949495,0.8166667,0.6163522
2202,Both,uniform,Very High,Low,50000,16,1.0,0.9250493,0.9610656
2203,Both,uniform,Very High,High,50000,16,1.0,0.6706908,0.8028904
2204,Both,uniform,Medium,Low,50000,16,1.0,0.9272727,0.9622642
2205,Both,uniform,High,Low,50000,16,1.0,0.942492,0.9703947
2206,Both,uniform,Medium,High,50000,16,0.9864865,0.7494867,0.8518086
2207,Both,uniform,High,High,50000,16,1.0,0.6394884,0.7801073
2208,Both,uniform,Medium,Low,50000,17,0.9978402,0.9333333,0.9645094
2209,Both,uniform,Very High,High,50000,17,1.0,0.6646546,0.7985496
2210,Both,uniform,High,Low,50000,17,1.0,0.9384984,0.9682736
2211,Both,uniform,Low,High,50000,17,0.5104167,0.8166667,0.6282051
2212,Both,uniform,Very High,Low,50000,17,1.0,0.921762,0.9592884
2213,Both,uniform,Low,Low,50000,17,0.4347826,0.952381,0.5970149
2214,Both,uniform,High,High,50000,17,1.0,0.647482,0.7860262
2215,Both,uniform,Medium,High,50000,17,0.9864865,0.7494867,0.8518086
2216,Both,uniform,High,Low,50000,18,1.0,0.9392971,0.9686985
2217,Both,uniform,High,High,50000,18,1.0,0.6834532,0.8119658
2218,Both,uniform,Medium,High,50000,18,0.9865229,0.75154,0.8531469
2219,Both,uniform,Very High,Low,50000,18,1.0,0.9237344,0.9603554
2220,Both,uniform,Low,Low,50000,18,0.4195804,0.952381,0.5825243
2221,Both,uniform,Low,High,50000,18,0.5384615,0.8166667,0.6490066
2222,Both,uniform,Medium,Low,50000,18,1.0,0.9232323,0.960084
2223,Both,uniform,Very High,High,50000,18,1.0,0.6693494,0.8019285
2224,Both,uniform,Medium,Low,50000,19,1.0,0.9292929,0.9633508
2225,Both,uniform,Very High,High,50000,19,1.0,0.6599598,0.7951515
2226,Both,uniform,Low,High,50000,19,0.5268817,0.8166667,0.6405229
2227,Both,uniform,Low,Low,50000,19,0.4444444,0.952381,0.6060606
2228,Both,uniform,High,Low,50000,19,1.0,0.936901,0.9674227
2229,Both,uniform,Medium,High,50000,19,0.9918033,0.7453799,0.8511137
2230,Both,uniform,High,High,50000,19,1.0,0.6466827,0.7854369
2231,Both,uniform,Very High,Low,50000,19,1.0,0.921762,0.9592884
2232,Both,uniform,Low,Low,50000,20,0.4225352,0.952381,0.5853659
2233,Both,uniform,Low,High,50000,20,0.5,0.8166667,0.6202532
2234,Both,uniform,Very High,Low,50000,20,1.0,0.9230769,0.96
2235,Both,uniform,Medium,Low,50000,20,1.0,0.9333333,0.9655172
2236,Both,uniform,High,Low,50000,20,1.0,0.9400958,0.9691231
2237,Both,uniform,Very High,High,50000,20,1.0,0.6626425,0.7970956
2238,Both,uniform,High,High,50000,20,1.0,0.6506795,0.7883777
2239,Both,uniform,Medium,High,50000,20,0.9864499,0.7474333,0.8504673
2240,Both,Bounded NBD,Medium,Low,50000,0,1.0,0.9232323,0.960084
2241,Both,Bounded NBD,Very High,Low,50000,0,1.0,0.921762,0.9592884
2242,Both,Bounded NBD,High,Low,50000,0,1.0,0.9400958,0.9691231
2243,Both,Bounded NBD,Low,Low,50000,0,0.9836066,0.952381,0.9677419
2244,Both,Bounded NBD,High,High,50000,0,0.9977117,0.6970424,0.8207059
2245,Both,Bounded NBD,Medium,High,50000,0,0.9917355,0.7392197,0.8470588
2246,Both,Bounded NBD,Low,High,50000,0,1.0,0.75,0.8571429
2247,Both,Bounded NBD,Very High,High,50000,0,1.0,0.7806841,0.8768362
2248,Both,Bounded NBD,Low,High,50000,2,1.0,0.75,0.8571429
2249,Both,Bounded NBD,Medium,Low,50000,2,1.0,0.9333333,0.9655172
2250,Both,Bounded NBD,Very High,Low,50000,2,1.0,0.921762,0.9592884
2251,Both,Bounded NBD,Low,Low,50000,2,0.9677419,0.952381,0.96
2252,Both,Bounded NBD,Very High,High,50000,2,0.9974359,0.7826962,0.8771139
2253,Both,Bounded NBD,Medium,High,50000,2,0.989011,0.7392197,0.8460635
2254,Both,Bounded NBD,High,Low,50000,2,1.0,0.9408946,0.9695473
2255,Both,Bounded NBD,High,High,50000,2,1.0,0.6890488,0.8159016
2256,Both,Bounded NBD,Very High,High,50000,3,0.9974381,0.7833669,0.8775357
2257,Both,Bounded NBD,Very High,Low,50000,3,1.0,0.9230769,0.96
2258,Both,Bounded NBD,Medium,Low,50000,3,1.0,0.9272727,0.9622642
2259,Both,Bounded NBD,High,Low,50000,3,1.0,0.942492,0.9703947
2260,Both,Bounded NBD,Low,High,50000,3,1.0,0.7333333,0.8461538
2261,Both,Bounded NBD,Medium,High,50000,3,0.9916898,0.7351129,0.8443396
2262,Both,Bounded NBD,Low,Low,50000,3,0.9836066,0.952381,0.9677419
2263,Both,Bounded NBD,High,High,50000,3,1.0,0.6978417,0.8220339
2264,Both,Bounded NBD,Very High,High,50000,4,0.997449,0.7867203,0.87964
2265,Both,Bounded NBD,Low,Low,50000,4,0.9836066,0.952381,0.9677419
2266,Both,Bounded NBD,Medium,High,50000,4,0.989011,0.7392197,0.8460635
2267,Both,Bounded NBD,High,Low,50000,4,1.0,0.936901,0.9674227
2268,Both,Bounded NBD,Medium,Low,50000,4,1.0,0.9333333,0.9655172
2269,Both,Bounded NBD,Low,High,50000,4,1.0,0.75,0.8571429
2270,Both,Bounded NBD,High,High,50000,4,1.0,0.7002398,0.8236953
2271,Both,Bounded NBD,Very High,Low,50000,4,1.0,0.921762,0.9592884
2272,Both,Bounded NBD,Medium,High,50000,5,0.9890411,0.7412731,0.8474178
2273,Both,Bounded NBD,Very High,High,50000,5,1.0,0.778672,0.8755656
2274,Both,Bounded NBD,High,High,50000,5,1.0,0.7106315,0.8308411
2275,Both,Bounded NBD,High,Low,50000,5,1.0,0.942492,0.9703947
2276,Both,Bounded NBD,Very High,Low,50000,5,1.0,0.921762,0.9592884
2277,Both,Bounded NBD,Low,Low,50000,5,0.9677419,0.952381,0.96
2278,Both,Bounded NBD,Low,High,50000,5,1.0,0.75,0.8571429
2279,Both,Bounded NBD,Medium,Low,50000,5,1.0,0.9333333,0.9655172
2280,Both,Bounded NBD,Medium,High,50000,6,0.9889503,0.7351129,0.8433451
2281,Both,Bounded NBD,High,High,50000,6,1.0,0.7593925,0.863244
2282,Both,Bounded NBD,Low,Low,50000,6,0.9836066,0.952381,0.9677419
2283,Both,Bounded NBD,Medium,Low,50000,6,1.0,0.9272727,0.9622642
2284,Both,Bounded NBD,Low,High,50000,6,1.0,0.75,0.8571429
