,model,cluster_size,num_iter,duplicates,distortion,m1,m2,m3,date
2073,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_17_24_38_2024
2074,Both,10,50000,8,1,1.0,0.6946443,0.8198113,Tue_Mar__5_17_24_41_2024
2075,Both,10,10000,1,0,0.997807,0.9191919,0.9568875,Wed_Mar__6_12_24_19_2024
2076,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_12_11_32_2024
2077,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_11_24_13_2024
2078,Both,10,10000,8,0,1.0,0.9384984,0.9682736,Wed_Mar__6_11_37_03_2024
2079,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_11_36_58_2024
2080,Both,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_11_24_18_2024
2081,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_12_34_57_2024
2082,Both,10,10000,8,0,1.0,0.9408946,0.9695473,Wed_Mar__6_11_59_12_2024
2083,Both,10,10000,100,0,1.0,0.9197896,0.9582192,Wed_Mar__6_11_59_14_2024
2084,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_12_24_17_2024
2085,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_59_09_2024
2086,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_34_52_2024
2087,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_11_48_34_2024
2088,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_24_19_2024
2089,Both,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_12_24_20_2024
2090,Both,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_12_34_55_2024
2091,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_11_30_2024
2092,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_37_05_2024
2093,Both,10,10000,1,0,1.0,0.9292929,0.9633508,Wed_Mar__6_11_24_15_2024
2094,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_11_36_2024
2095,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_11_48_37_2024
2096,Both,10,10000,100,0,1.0,0.9230769,0.96,Wed_Mar__6_12_24_21_2024
2097,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_48_37_2024
2098,Both,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_12_11_35_2024
2099,Both,10,10000,1,0,0.9956427,0.9232323,0.9580713,Wed_Mar__6_11_59_10_2024
2100,Both,10,10000,1,0,1.0,0.9272727,0.9622642,Wed_Mar__6_11_37_00_2024
2101,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_34_57_2024
2102,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_11_48_31_2024
2103,Both,10,50000,8,1,0.9978992,0.7593925,0.8624603,Tue_Mar__5_22_40_08_2024
2104,Both,10,50000,1,1,0.9917127,0.7371663,0.8457008,Tue_Mar__5_13_58_27_2024
2105,Both,10,50000,8,1,0.9947313,0.7545963,0.8581818,Tue_Mar__5_13_58_30_2024
2106,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_20_11_15_2024
2107,Both,10,50000,100,1,1.0,0.7826962,0.8781038,Tue_Mar__5_16_07_47_2024
2108,Both,10,50000,8,1,1.0,0.7018385,0.8248004,Tue_Mar__5_16_07_46_2024
2109,Both,10,50000,8,1,0.9968388,0.756195,0.86,Tue_Mar__5_17_35_22_2024
2110,Both,10,50000,100,1,0.997557,0.8215962,0.9010666,Tue_Mar__5_13_58_31_2024
2111,Both,10,50000,8,1,1.0,0.705036,0.8270042,Tue_Mar__5_20_11_18_2024
2112,Both,10,50000,100,1,0.9974227,0.778672,0.8745763,Tue_Mar__5_17_35_23_2024
2113,Both,10,50000,100,1,0.9974071,0.7739772,0.8716012,Tue_Mar__5_18_57_42_2024
2114,Both,10,50000,0.1,1,1.0,0.7333333,0.8461538,Tue_Mar__5_16_07_40_2024
2115,Both,10,50000,100,1,0.9974958,0.8014755,0.8888062,Tue_Mar__5_22_40_09_2024
2116,Both,10,50000,1,1,0.9917127,0.7371663,0.8457008,Tue_Mar__5_21_27_06_2024
2117,Both,10,50000,1,1,0.9917127,0.7371663,0.8457008,Tue_Mar__5_16_07_42_2024
2118,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_22_40_05_2024
2119,Both,10,50000,1,1,0.9890411,0.7412731,0.8474178,Tue_Mar__5_20_11_16_2024
2120,Both,10,50000,100,1,1.0,0.7726358,0.8717367,Tue_Mar__5_20_11_20_2024
2121,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_17_35_18_2024
2122,Both,10,50000,8,1,1.0,0.7010392,0.8242481,Tue_Mar__5_21_27_07_2024
2123,Both,10,50000,1,1,0.989011,0.7392197,0.8460635,Tue_Mar__5_18_57_39_2024
2124,Both,10,50000,1,1,0.9889503,0.7351129,0.8433451,Tue_Mar__5_17_35_20_2024
2125,Both,10,50000,1,1,0.9890411,0.7412731,0.8474178,Tue_Mar__5_22_40_06_2024
2126,Both,10,50000,8,1,1.0,0.6938449,0.8192544,Tue_Mar__5_18_57_40_2024
2127,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_18_57_36_2024
2128,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_13_58_25_2024
2129,Both,10,50000,100,1,1.0,0.7806841,0.8768362,Tue_Mar__5_21_27_08_2024
2130,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_21_27_04_2024
2131,Both,10,10000,1,0,0.9978261,0.9272727,0.9612565,Wed_Mar__6_14_31_10_2024
2132,Both,10,10000,1,0,1.0,0.9272727,0.9622642,Wed_Mar__6_13_08_59_2024
2133,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_13_39_31_2024
2134,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_11_25_22_2024
2135,Both,10,10000,1,0,1.0,0.9252525,0.9611752,Wed_Mar__6_13_39_21_2024
2136,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_25_15_2024
2137,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_37_45_2024
2138,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_07_13_2024
2139,Both,10,10000,8,0,1.0,0.9384984,0.9682736,Wed_Mar__6_13_39_29_2024
2140,Both,10,10000,8,1,1.0,0.6930456,0.8186969,Wed_Mar__6_09_30_17_2024
2141,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_37_39_2024
2142,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_13_08_58_2024
2143,Both,10,10000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_09_30_04_2024
2144,Both,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_12_07_10_2024
2145,Both,10,10000,1,1,0.9890411,0.7412731,0.8474178,Wed_Mar__6_09_30_17_2024
2146,Both,10,10000,0.1,0,1.0,0.952381,0.9756098,Wed_Mar__6_12_07_06_2024
2147,Both,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_13_09_05_2024
2148,Both,10,10000,8,0,1.0,0.9384984,0.9682736,Wed_Mar__6_12_07_09_2024
2149,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_25_30_2024
2150,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_12_37_43_2024
2151,Both,10,10000,100,0,1.0,0.9237344,0.9603554,Wed_Mar__6_14_31_16_2024
2152,Both,10,10000,100,0,1.0,0.9230769,0.96,Wed_Mar__6_13_09_08_2024
2153,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_14_05_45_2024
2154,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_13_39_13_2024
2155,Both,10,10000,8,0,1.0,0.9384984,0.9682736,Wed_Mar__6_11_25_26_2024
2156,Both,10,10000,0.1,0,1.0,0.952381,0.9756098,Wed_Mar__6_14_05_36_2024
2157,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_31_08_2024
2158,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_14_05_41_2024
2159,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_05_48_2024
2160,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_14_31_13_2024
2161,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_12_37_39_2024
2162,Both,10,50000,8,1,1.0,0.6954436,0.8203678,Tue_Mar__5_20_55_27_2024
2163,Both,10,50000,100,1,0.9974138,0.7759893,0.8728782,Tue_Mar__5_17_02_17_2024
2164,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_00_12_27_2024
2165,Both,10,50000,1,1,0.9890411,0.7412731,0.8474178,Tue_Mar__5_20_55_24_2024
2166,Both,10,50000,8,1,0.9979014,0.7601918,0.8629764,Tue_Mar__5_14_37_36_2024
2167,Both,10,50000,100,1,0.9974071,0.7739772,0.8716012,Wed_Mar__6_00_12_36_2024
2168,Both,10,50000,100,1,1.0,0.7806841,0.8768362,Wed_Mar__6_06_38_34_2024
2169,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_14_37_31_2024
2170,Both,10,50000,0.1,1,1.0,0.7333333,0.8461538,Wed_Mar__6_03_39_55_2024
2171,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_06_38_26_2024
2172,Both,10,50000,100,1,0.997416,0.77666,0.8733032,Wed_Mar__6_09_30_21_2024
2173,Both,10,50000,8,1,1.0,0.6938449,0.8192544,Tue_Mar__5_17_02_18_2024
2174,Both,10,50000,1,1,0.9889807,0.7371663,0.8447059,Wed_Mar__6_06_38_29_2024
2175,Both,10,50000,1,1,0.9889807,0.7371663,0.8447059,Wed_Mar__6_03_39_59_2024
2176,Both,10,50000,8,1,1.0,0.6922462,0.8181389,Wed_Mar__6_00_12_32_2024
2177,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_17_02_06_2024
2178,Both,10,50000,100,1,1.0,0.7806841,0.8768362,Tue_Mar__5_20_55_29_2024
2179,Both,10,50000,100,1,0.997416,0.77666,0.8733032,Tue_Mar__5_14_37_37_2024
2180,Both,10,50000,1,1,0.9916898,0.7351129,0.8443396,Tue_Mar__5_17_02_10_2024
2181,Both,10,50000,100,1,1.0,0.8309859,0.9076923,Wed_Mar__6_03_40_04_2024
2182,Both,10,50000,1,1,0.9889503,0.7351129,0.8433451,Tue_Mar__5_14_37_34_2024
2183,Both,10,50000,8,1,1.0,0.745004,0.8538708,Wed_Mar__6_06_38_32_2024
2184,Both,10,50000,8,1,1.0,0.6946443,0.8198113,Wed_Mar__6_03_40_01_2024
2185,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_20_55_21_2024
2186,Both,10,50000,1,1,0.9889807,0.7371663,0.8447059,Wed_Mar__6_00_12_30_2024
2187,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_13_37_11_2024
2188,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_18_27_2024
2189,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_12_45_42_2024
2190,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_45_38_2024
2191,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_14_01_54_2024
2192,Both,10,10000,1,0,1.0,0.9292929,0.9633508,Wed_Mar__6_11_52_58_2024
2193,Both,10,10000,1,0,1.0,0.9272727,0.9622642,Wed_Mar__6_11_25_15_2024
2194,Both,10,10000,1,0,0.9978166,0.9232323,0.9590766,Wed_Mar__6_14_01_49_2024
2195,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_13_37_16_2024
2196,Both,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_12_45_44_2024
2197,Both,10,10000,100,0,1.0,0.9230769,0.96,Wed_Mar__6_11_53_07_2024
2198,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_13_10_55_2024
2199,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_45_48_2024
2200,Both,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_11_53_04_2024
2201,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_11_52_54_2024
2202,Both,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_13_10_54_2024
2203,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_25_11_2024
2204,Both,10,10000,1,0,0.997807,0.9191919,0.9568875,Wed_Mar__6_12_18_30_2024
2205,Both,10,10000,8,0,1.0,0.9376997,0.9678483,Wed_Mar__6_14_01_50_2024
2206,Both,10,10000,8,0,1.0,0.9408946,0.9695473,Wed_Mar__6_13_37_14_2024
2207,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_25_23_2024
2208,Both,10,10000,8,0,1.0,0.9384984,0.9682736,Wed_Mar__6_11_25_21_2024
2209,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_37_08_2024
2210,Both,10,10000,8,0,1.0,0.9337061,0.9657166,Wed_Mar__6_12_18_35_2024
2211,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_13_10_59_2024
2212,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_13_10_47_2024
2213,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_01_46_2024
2214,Both,10,10000,100,0,1.0,0.9197896,0.9582192,Wed_Mar__6_12_18_38_2024
2215,Both,10,50000,100,1,1.0,0.8256204,0.904482,Tue_Mar__5_14_37_36_2024
2216,Both,10,50000,8,1,1.0,0.6938449,0.8192544,Tue_Mar__5_20_57_17_2024
2217,Both,10,50000,0.1,1,1.0,0.7333333,0.8461538,Wed_Mar__6_06_46_52_2024
2218,Both,10,50000,100,1,0.9974138,0.7759893,0.8728782,Wed_Mar__6_00_17_14_2024
2219,Both,10,50000,100,1,1.0,0.7833669,0.8785258,Tue_Mar__5_17_29_04_2024
2220,Both,10,50000,1,1,0.9917582,0.7412731,0.8484136,Tue_Mar__5_20_57_14_2024
2221,Both,10,50000,100,1,0.9975748,0.8276325,0.9046921,Tue_Mar__5_20_57_23_2024
2222,Both,10,50000,0.1,1,1.0,0.7333333,0.8461538,Wed_Mar__6_03_40_59_2024
2223,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_20_57_11_2024
2224,Both,10,50000,8,1,0.9978858,0.7545963,0.8593537,Wed_Mar__6_03_41_06_2024
2225,Both,10,50000,8,1,1.0,0.7074341,0.8286517,Tue_Mar__5_17_28_58_2024
2226,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_00_17_01_2024
2227,Both,10,50000,1,1,0.9916898,0.7351129,0.8443396,Wed_Mar__6_06_46_54_2024
2228,Both,10,50000,1,1,0.9916898,0.7351129,0.8443396,Tue_Mar__5_17_28_57_2024
2229,Both,10,50000,0.1,1,1.0,0.7333333,0.8461538,Tue_Mar__5_17_28_52_2024
2230,Both,10,50000,100,1,1.0,0.7739772,0.8725898,Wed_Mar__6_06_46_59_2024
2231,Both,10,50000,1,1,0.989011,0.7392197,0.8460635,Wed_Mar__6_00_17_05_2024
2232,Both,10,50000,100,1,0.9974381,0.7833669,0.8775357,Wed_Mar__6_03_41_08_2024
2233,Both,10,50000,8,1,1.0,0.6946443,0.8198113,Wed_Mar__6_06_46_59_2024
2234,Both,10,50000,8,1,0.9957939,0.7569944,0.8601272,Tue_Mar__5_14_37_34_2024
2235,Both,10,50000,8,1,1.0,0.696243,0.8209237,Wed_Mar__6_00_17_11_2024
2236,Both,10,50000,1,1,0.989071,0.7433265,0.8487691,Wed_Mar__6_03_41_01_2024
2237,Both,10,50000,1,1,0.9888579,0.7289528,0.8392435,Tue_Mar__5_14_37_31_2024
2238,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_14_37_28_2024
2239,Both,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_12_46_49_2024
2240,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_44_30_2024
2241,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_13_29_59_2024
2242,Both,10,10000,8,0,1.0,0.9392971,0.9686985,Wed_Mar__6_13_07_44_2024
2243,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_25_25_2024
2244,Both,10,10000,1,0,0.9956236,0.9191919,0.9558824,Wed_Mar__6_12_04_39_2024
2245,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_11_44_26_2024
2246,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_46_55_2024
2247,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_07_36_2024
2248,Both,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_12_46_52_2024
2249,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_12_25_53_2024
2250,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_04_35_2024
2251,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_44_23_2024
2252,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_46_46_2024
2253,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_11_25_19_2024
2254,Both,10,10000,8,0,1.0,0.9337061,0.9657166,Wed_Mar__6_12_04_42_2024
2255,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_04_45_2024
2256,Both,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_13_29_58_2024
2257,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_25_45_2024
2258,Both,10,10000,8,0,1.0,0.9384984,0.9682736,Wed_Mar__6_11_44_27_2024
2259,Both,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_12_25_47_2024
2260,Both,10,10000,100,0,1.0,0.9197896,0.9582192,Wed_Mar__6_12_25_57_2024
2261,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_13_07_37_2024
2262,Both,10,10000,8,0,1.0,0.9353035,0.9665704,Wed_Mar__6_11_25_26_2024
2263,Both,10,10000,1,0,0.997807,0.9191919,0.9568875,Wed_Mar__6_11_25_23_2024
2264,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_29_53_2024
2265,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_13_07_45_2024
2266,Both,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_13_29_55_2024
2267,Both,10,50000,100,1,0.9974227,0.778672,0.8745763,Tue_Mar__5_14_37_36_2024
2268,Both,10,50000,100,1,0.9974511,0.787391,0.88006,Tue_Mar__5_20_41_40_2024
2269,Both,10,50000,1,1,0.9917355,0.7392197,0.8470588,Tue_Mar__5_14_37_25_2024
2270,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_23_08_20_2024
2271,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_20_41_32_2024
2272,Both,10,50000,1,1,0.9890411,0.7412731,0.8474178,Tue_Mar__5_18_12_44_2024
2273,Both,10,50000,1,1,0.9889503,0.7351129,0.8433451,Wed_Mar__6_06_28_01_2024
2274,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_06_27_57_2024
2275,Both,10,50000,100,1,0.9974071,0.7739772,0.8716012,Tue_Mar__5_23_08_26_2024
2276,Both,10,50000,1,1,0.9862637,0.7371663,0.8437133,Wed_Mar__6_04_02_31_2024
2277,Both,10,50000,100,1,1.0,0.7806841,0.8768362,Wed_Mar__6_06_28_06_2024
2278,Both,10,50000,1,1,0.989011,0.7392197,0.8460635,Wed_Mar__6_01_32_44_2024
2279,Both,10,50000,8,1,0.9976959,0.6922462,0.8173667,Tue_Mar__5_18_12_45_2024
2280,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_01_32_41_2024
2281,Both,10,50000,8,1,1.0,0.6946443,0.8198113,Tue_Mar__5_14_37_27_2024
2282,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_14_37_21_2024
2283,Both,10,50000,100,1,1.0,0.7806841,0.8768362,Tue_Mar__5_18_12_50_2024
2284,Both,10,50000,1,1,0.9889807,0.7371663,0.8447059,Tue_Mar__5_23_08_22_2024
2285,Both,10,50000,0.1,1,1.0,0.7333333,0.8461538,Wed_Mar__6_04_02_29_2024
2286,Both,10,50000,100,1,0.9974446,0.7853789,0.8787992,Wed_Mar__6_01_32_49_2024
2287,Both,10,50000,8,1,1.0,0.7529976,0.8590971,Wed_Mar__6_01_32_45_2024
2288,Both,10,50000,8,1,0.9977143,0.6978417,0.8212606,Tue_Mar__5_23_08_25_2024
2289,Both,10,50000,1,1,0.9889807,0.7371663,0.8447059,Tue_Mar__5_20_41_35_2024
2290,Both,10,50000,8,1,1.0,0.6914468,0.8175803,Wed_Mar__6_06_28_03_2024
2291,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_18_12_41_2024
2292,Both,10,50000,8,1,0.9979036,0.7609912,0.8634921,Tue_Mar__5_20_41_36_2024
2293,Both,10,50000,8,1,1.0,0.6938449,0.8192544,Wed_Mar__6_04_02_33_2024
2294,Both,10,50000,100,1,0.9974003,0.7719651,0.8703214,Wed_Mar__6_04_02_36_2024
2295,Both,10,10000,100,0,1.0,0.9197896,0.9582192,Wed_Mar__6_12_15_05_2024
2296,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_12_31_35_2024
2297,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_12_48_29_2024
2298,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_11_42_31_2024
2299,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_14_59_2024
2300,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_11_42_28_2024
2301,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_12_15_01_2024
2302,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_42_26_2024
2303,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_12_31_33_2024
2304,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_25_33_2024
2305,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_12_48_28_2024
2306,Both,10,10000,8,0,1.0,0.9392971,0.9686985,Wed_Mar__6_13_05_13_2024
2307,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_12_15_04_2024
2308,Both,10,10000,8,0,1.0,0.9384984,0.9682736,Wed_Mar__6_11_25_37_2024
2309,Both,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_11_25_35_2024
2310,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_13_05_07_2024
2311,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_12_31_39_2024
2312,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_13_05_16_2024
2313,Both,10,10000,1,0,1.0,0.9191919,0.9578947,Wed_Mar__6_13_05_10_2024
2314,Both,10,10000,0.1,0,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_48_25_2024
2315,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_25_38_2024
2316,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_11_59_15_2024
2317,Both,10,10000,8,0,1.0,0.936901,0.9674227,Wed_Mar__6_12_31_37_2024
2318,Both,10,10000,1,0,1.0,0.9232323,0.960084,Wed_Mar__6_11_59_13_2024
2319,Both,10,10000,0.1,0,0.9677419,0.952381,0.96,Wed_Mar__6_11_59_11_2024
2320,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_59_17_2024
2321,Both,10,10000,100,0,1.0,0.9197896,0.9582192,Wed_Mar__6_12_48_30_2024
2322,Both,10,10000,100,0,1.0,0.921762,0.9592884,Wed_Mar__6_11_42_33_2024
2323,Both,10,50000,1,1,0.989011,0.7392197,0.8460635,Tue_Mar__5_20_31_07_2024
2324,Both,10,50000,1,1,0.9890411,0.7412731,0.8474178,Tue_Mar__5_14_37_09_2024
2325,Both,10,50000,1,1,0.989011,0.7392197,0.8460635,Tue_Mar__5_22_28_54_2024
2326,Both,10,50000,8,1,0.996822,0.7521982,0.8574032,Tue_Mar__5_20_31_08_2024
2327,Both,10,50000,100,1,1.0,0.7773307,0.874717,Tue_Mar__5_18_16_48_2024
2328,Both,10,50000,0.1,1,1.0,0.7333333,0.8461538,Tue_Mar__5_18_16_42_2024
2329,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_04_24_37_2024
2330,Both,10,50000,8,1,1.0,0.6986411,0.8225882,Tue_Mar__5_18_16_46_2024
2331,Both,10,50000,0.1,1,1.0,0.7333333,0.8461538,Tue_Mar__5_20_31_05_2024
2332,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_00_27_29_2024
2333,Both,10,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_14_37_06_2024
2334,Both,10,50000,100,1,1.0,0.8028169,0.890625,Wed_Mar__6_00_27_36_2024
2335,Both,10,50000,8,1,0.9976905,0.6906475,0.8162494,Tue_Mar__5_22_28_57_2024
2336,Both,10,50000,100,1,0.9975689,0.8256204,0.9034862,Tue_Mar__5_14_37_15_2024
2337,Both,10,50000,0.1,1,1.0,0.7333333,0.8461538,Tue_Mar__5_22_28_52_2024
2338,Both,10,50000,100,1,0.9974337,0.7820255,0.8766917,Tue_Mar__5_20_31_11_2024
2339,Both,10,50000,8,1,0.9957447,0.7482014,0.8544044,Wed_Mar__6_02_30_20_2024
2340,Both,10,50000,1,1,0.9889807,0.7371663,0.8447059,Wed_Mar__6_04_24_39_2024
2341,Both,10,50000,100,1,1.0,0.7820255,0.8776816,Tue_Mar__5_22_28_57_2024
2342,Both,10,50000,100,1,0.9974684,0.7927565,0.8834081,Wed_Mar__6_02_30_21_2024
2343,Both,10,50000,8,1,1.0,0.6930456,0.8186969,Wed_Mar__6_00_27_34_2024
2344,Both,10,50000,1,1,0.9889503,0.7351129,0.8433451,Tue_Mar__5_18_16_44_2024
2345,Both,10,50000,1,1,0.9890411,0.7412731,0.8474178,Wed_Mar__6_00_27_31_2024
2346,Both,10,50000,100,1,0.9974315,0.7813548,0.8762693,Wed_Mar__6_04_24_42_2024
2347,Both,10,50000,8,1,1.0,0.7569944,0.8616924,Wed_Mar__6_04_24_40_2024
2348,Both,10,50000,8,1,0.9977064,0.6954436,0.8195949,Tue_Mar__5_14_37_13_2024
