,model,cluster_size,num_iter,duplicates_level,distortion_level,precision,recall,f1score,date
3675,No Empirical,10,10000,High,High,0.9979445,0.7761791,0.8732014,Wed_Mar__6_13_32_23_2024
3680,No Empirical,10,10000,High,High,0.9969512,0.7841727,0.8778523,Wed_Mar__6_11_24_50_2024
3695,No Empirical,10,10000,High,High,0.9978903,0.756195,0.8603911,Wed_Mar__6_12_05_37_2024
3697,No Empirical,10,10000,High,High,0.9948454,0.7713829,0.8689779,Wed_Mar__6_10_05_39_2024
3699,No Empirical,10,10000,High,High,0.9968553,0.7601918,0.862585,Wed_Mar__6_15_38_27_2024
3717,No Empirical,10,10000,High,High,0.9989463,0.7577938,0.8618182,Wed_Mar__6_12_47_15_2024
3719,No Empirical,10,10000,High,High,0.9917611,0.7697842,0.8667867,Wed_Mar__6_14_15_32_2024
3733,No Empirical,10,10000,High,High,0.9918864,0.7817746,0.8743853,Wed_Mar__6_10_45_57_2024
3769,No Empirical,10,10000,High,High,0.9969168,0.7753797,0.8723022,Wed_Mar__6_13_57_45_2024
3772,No Empirical,10,10000,High,High,0.9979123,0.7641886,0.86555,Wed_Mar__6_13_24_34_2024
3778,No Empirical,10,10000,High,High,0.9989701,0.7753797,0.8730873,Wed_Mar__6_11_43_46_2024
3780,No Empirical,10,10000,High,High,0.9947971,0.7641886,0.8643761,Wed_Mar__6_12_50_32_2024
3786,No Empirical,10,10000,High,High,0.9968976,0.7705835,0.8692516,Wed_Mar__6_10_37_44_2024
3359,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_43_49_2024
3361,No Empirical,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_14_10_21_2024
3362,No Empirical,10,10000,High,Low,0.9974425,0.9345048,0.9649485,Wed_Mar__6_11_23_59_2024
3364,No Empirical,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_13_29_30_2024
3369,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_43_02_2024
3374,No Empirical,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_10_04_03_2024
3377,No Empirical,10,10000,High,Low,1.0,0.9361022,0.9669967,Wed_Mar__6_14_49_11_2024
3384,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_03_15_2024
3416,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_15_30_40_2024
3433,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_15_38_08_2024
3437,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_06_33_2024
3441,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_34_01_2024
3455,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_25_38_2024
3456,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_10_04_23_2024
3463,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_46_29_2024
3476,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_57_38_2024
3486,No Empirical,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_10_44_54_2024
3489,No Empirical,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_14_17_07_2024
3510,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_10_04_51_2024
3511,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_45_08_2024
3528,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_13_32_14_2024
3532,No Empirical,10,10000,High,Low,1.0,0.9361022,0.9669967,Wed_Mar__6_11_25_16_2024
3545,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_16_22_2024
3558,No Empirical,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_14_56_12_2024
3560,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_04_08_2024
3563,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_10_45_41_2024
3569,No Empirical,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_15_37_17_2024
3586,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_15_31_33_2024
3592,No Empirical,10,10000,High,Low,0.9974468,0.9361022,0.9658014,Wed_Mar__6_11_24_42_2024
3596,No Empirical,10,10000,High,Low,0.9974446,0.9353035,0.9653751,Wed_Mar__6_10_05_11_2024
3602,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_51_40_2024
3617,No Empirical,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_12_05_56_2024
3619,No Empirical,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_12_45_56_2024
3626,No Empirical,10,10000,High,Low,0.9974533,0.9384984,0.9670782,Wed_Mar__6_13_30_14_2024
3644,No Empirical,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_10_44_57_2024
3650,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_11_16_2024
3672,No Empirical,10,10000,High,Low,1.0,0.9361022,0.9669967,Wed_Mar__6_12_47_01_2024
3676,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_32_10_2024
3677,No Empirical,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_12_05_26_2024
3688,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_10_45_40_2024
3703,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_15_24_2024
3710,No Empirical,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_15_38_16_2024
3724,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_56_32_2024
3727,No Empirical,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_10_05_23_2024
3734,No Empirical,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_11_24_36_2024
3748,No Empirical,10,10000,High,Low,0.9974468,0.9361022,0.9658014,Wed_Mar__6_10_37_31_2024
3751,No Empirical,10,10000,High,Low,1.0,0.9361022,0.9669967,Wed_Mar__6_10_05_33_2024
3756,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_29_06_2024
3761,No Empirical,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_50_21_2024
3762,No Empirical,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_13_24_25_2024
3350,No Empirical,10,10000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_13_29_32_2024
3360,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_10_43_10_2024
3363,No Empirical,10,10000,Low,High,1.0,0.7333333,0.8461538,Wed_Mar__6_10_04_11_2024
3371,No Empirical,10,10000,Low,High,1.0,0.8,0.8888889,Wed_Mar__6_12_03_21_2024
3380,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_12_43_54_2024
3389,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_15_30_48_2024
3399,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_11_24_11_2024
3402,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_14_10_25_2024
3415,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_14_49_23_2024
3425,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_13_34_08_2024
3429,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_11_25_43_2024
3430,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_15_38_15_2024
3434,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_10_04_30_2024
3458,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_10_45_04_2024
3478,No Empirical,10,10000,Low,High,0.9791667,0.7833333,0.8703704,Wed_Mar__6_12_06_36_2024
3481,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_14_17_09_2024
3492,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_14_57_46_2024
3494,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_12_46_37_2024
3515,No Empirical,10,10000,Low,High,0.9791667,0.7833333,0.8703704,Wed_Mar__6_13_32_23_2024
3522,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_10_45_52_2024
3529,No Empirical,10,10000,Low,High,1.0,0.8,0.8888889,Wed_Mar__6_10_05_01_2024
3531,No Empirical,10,10000,Low,High,0.9791667,0.7833333,0.8703704,Wed_Mar__6_11_25_22_2024
3535,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_12_04_14_2024
3541,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_15_37_23_2024
3546,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_14_16_33_2024
3554,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_14_56_24_2024
3556,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_12_45_16_2024
3587,No Empirical,10,10000,Low,High,1.0,0.8,0.8888889,Wed_Mar__6_10_45_09_2024
3594,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_15_31_37_2024
3608,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_13_30_22_2024
3609,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_14_11_20_2024
3610,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_12_46_03_2024
3628,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_12_06_03_2024
3629,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_10_05_19_2024
3638,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_14_51_46_2024
3654,No Empirical,10,10000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_11_24_48_2024
3670,No Empirical,10,10000,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_10_05_28_2024
3696,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_12_05_33_2024
3713,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_10_45_44_2024
3716,No Empirical,10,10000,Low,High,0.9791667,0.7833333,0.8703704,Wed_Mar__6_14_56_41_2024
3725,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_12_47_06_2024
3728,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_13_32_17_2024
3729,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_15_38_26_2024
3731,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_14_15_28_2024
3732,No Empirical,10,10000,Low,High,0.9791667,0.7833333,0.8703704,Wed_Mar__6_11_24_44_2024
3767,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_10_37_39_2024
3771,No Empirical,10,10000,Low,High,1.0,0.8,0.8888889,Wed_Mar__6_13_24_28_2024
3781,No Empirical,10,10000,Low,High,0.9791667,0.7833333,0.8703704,Wed_Mar__6_13_57_39_2024
3785,No Empirical,10,10000,Low,High,1.0,0.7666667,0.8679245,Wed_Mar__6_11_10_00_2024
3787,No Empirical,10,10000,Low,High,1.0,0.7833333,0.8785047,Wed_Mar__6_14_29_12_2024
3357,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_10_15_2024
3365,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_42_58_2024
3372,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_15_30_33_2024
3375,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_23_54_2024
3376,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_43_43_2024
3378,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_29_23_2024
3385,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_03_10_2024
3413,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_03_56_2024
3414,No Empirical,10,10000,Low,Low,0.952381,0.952381,0.952381,Wed_Mar__6_14_49_06_2024
3438,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_04_12_2024
3445,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_17_00_2024
3447,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_06_27_2024
3460,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_14_57_30_2024
3464,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_33_53_2024
3472,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_15_38_01_2024
3484,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_25_32_2024
3487,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_44_47_2024
3490,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_46_20_2024
3513,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_45_35_2024
3523,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_04_45_2024
3543,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_15_37_12_2024
3549,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_16_18_2024
3555,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_25_11_2024
3557,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_04_03_2024
3567,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_45_01_2024
3572,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_14_56_08_2024
3573,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_32_09_2024
3590,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_14_11_10_2024
3601,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_13_30_07_2024
3605,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_15_31_26_2024
3606,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_12_05_51_2024
3622,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_05_06_2024
3630,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_14_51_34_2024
3632,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_44_52_2024
3642,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_45_53_2024
3646,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_11_24_34_2024
3667,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_05_20_2024
3669,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_14_56_27_2024
3678,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_46_56_2024
3685,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_24_29_2024
3693,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_32_04_2024
3700,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_15_38_09_2024
3706,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_14_15_16_2024
3718,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_10_45_34_2024
3722,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_05_18_2024
3753,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_10_37_28_2024
3765,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_13_24_17_2024
3770,No Empirical,10,10000,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_11_09_45_2024
3779,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_50_15_2024
3782,No Empirical,10,10000,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_12_15_57_2024
3348,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_11_23_58_2024
3349,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_03_13_2024
3356,No Empirical,10,10000,Medium,Low,1.0,0.9252525,0.9611752,Wed_Mar__6_13_29_26_2024
3358,No Empirical,10,10000,Medium,Low,0.997807,0.9191919,0.9568875,Wed_Mar__6_15_30_37_2024
3388,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_10_43_00_2024
3397,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_14_49_09_2024
3401,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_43_46_2024
3406,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_10_03_59_2024
3408,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_14_10_20_2024
3439,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_14_57_31_2024
3448,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_11_25_36_2024
3462,No Empirical,10,10000,Medium,Low,1.0,0.9252525,0.9611752,Wed_Mar__6_13_33_57_2024
3465,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_10_44_51_2024
3466,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_14_17_05_2024
3473,No Empirical,10,10000,Medium,Low,0.9956332,0.9212121,0.956978,Wed_Mar__6_10_04_16_2024
3483,No Empirical,10,10000,Medium,Low,1.0,0.9252525,0.9611752,Wed_Mar__6_15_38_04_2024
3485,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_46_24_2024
3495,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_06_29_2024
3509,No Empirical,10,10000,Medium,Low,0.9978166,0.9232323,0.9590766,Wed_Mar__6_14_56_12_2024
3514,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_04_05_2024
3525,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_15_37_15_2024
3526,No Empirical,10,10000,Medium,Low,0.9978166,0.9232323,0.9590766,Wed_Mar__6_14_16_20_2024
3550,No Empirical,10,10000,Medium,Low,1.0,0.9171717,0.9567966,Wed_Mar__6_10_45_38_2024
3559,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_10_04_48_2024
3561,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_11_25_14_2024
3566,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_13_32_11_2024
3574,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_45_02_2024
3588,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_10_44_55_2024
3589,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_10_05_09_2024
3591,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_05_53_2024
3600,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_14_51_38_2024
3625,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_15_31_28_2024
3627,No Empirical,10,10000,Medium,Low,1.0,0.9252525,0.9611752,Wed_Mar__6_14_11_11_2024
3643,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_45_55_2024
3647,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_13_30_08_2024
3652,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_24_37_2024
3689,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_46_59_2024
3692,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_14_15_18_2024
3698,No Empirical,10,10000,Medium,Low,1.0,0.9252525,0.9611752,Wed_Mar__6_13_32_07_2024
3704,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_05_24_2024
3705,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_10_45_37_2024
3707,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_15_38_12_2024
3709,No Empirical,10,10000,Medium,Low,1.0,0.9252525,0.9611752,Wed_Mar__6_10_05_21_2024
3730,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_11_24_31_2024
3735,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_14_56_29_2024
3746,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_13_24_21_2024
3750,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_10_37_30_2024
3760,No Empirical,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_12_15_59_2024
3763,No Empirical,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_14_29_03_2024
3766,No Empirical,10,10000,Medium,Low,1.0,0.9292929,0.9633508,Wed_Mar__6_11_09_47_2024
3366,No Empirical,10,10000,Very High,High,0.9983779,0.8256204,0.9038179,Wed_Mar__6_14_49_33_2024
3373,No Empirical,10,10000,Very High,High,0.9943639,0.8283032,0.9037688,Wed_Mar__6_13_29_49_2024
3381,No Empirical,10,10000,Very High,High,0.9975649,0.824279,0.9026809,Wed_Mar__6_10_43_18_2024
3382,No Empirical,10,10000,Very High,High,0.9975649,0.824279,0.9026809,Wed_Mar__6_10_04_22_2024
3383,No Empirical,10,10000,Very High,High,0.9959742,0.8296445,0.9052323,Wed_Mar__6_12_03_29_2024
3392,No Empirical,10,10000,Very High,High,1.0,0.8276325,0.9056881,Wed_Mar__6_11_24_23_2024
3404,No Empirical,10,10000,Very High,High,0.9975787,0.8289738,0.9054945,Wed_Mar__6_12_44_06_2024
3405,No Empirical,10,10000,Very High,High,0.9959416,0.8229376,0.9012119,Wed_Mar__6_15_30_58_2024
3410,No Empirical,10,10000,Very High,High,0.997563,0.8236083,0.9022777,Wed_Mar__6_14_10_39_2024
3427,No Empirical,10,10000,Very High,High,0.9975349,0.8142186,0.8966027,Wed_Mar__6_14_57_59_2024
3428,No Empirical,10,10000,Very High,High,0.9975689,0.8256204,0.9034862,Wed_Mar__6_12_06_50_2024
3432,No Empirical,10,10000,Very High,High,0.997559,0.8222669,0.9014706,Wed_Mar__6_14_17_29_2024
3436,No Empirical,10,10000,Very High,High,0.9951417,0.824279,0.9016875,Wed_Mar__6_12_46_48_2024
3457,No Empirical,10,10000,Very High,High,0.995122,0.8209256,0.8996692,Wed_Mar__6_10_04_40_2024
3475,No Empirical,10,10000,Very High,High,0.9951768,0.8303152,0.9053016,Wed_Mar__6_13_34_11_2024
3480,No Empirical,10,10000,Very High,High,0.997557,0.8215962,0.9010666,Wed_Mar__6_11_25_52_2024
3482,No Empirical,10,10000,Very High,High,1.0,0.824279,0.9036765,Wed_Mar__6_10_45_16_2024
3496,No Empirical,10,10000,Very High,High,1.0,0.824279,0.9036765,Wed_Mar__6_15_38_26_2024
3506,No Empirical,10,10000,Very High,High,0.9959317,0.8209256,0.9,Wed_Mar__6_10_05_13_2024
3512,No Empirical,10,10000,Very High,High,0.9975669,0.8249497,0.9030837,Wed_Mar__6_11_25_34_2024
3518,No Empirical,10,10000,Very High,High,0.9983845,0.8289738,0.9058263,Wed_Mar__6_12_45_28_2024
3524,No Empirical,10,10000,Very High,High,0.997561,0.8229376,0.9018743,Wed_Mar__6_10_46_02_2024
3538,No Empirical,10,10000,Very High,High,0.9975669,0.8249497,0.9030837,Wed_Mar__6_12_04_25_2024
3542,No Empirical,10,10000,Very High,High,0.99674,0.8202549,0.8999264,Wed_Mar__6_15_37_35_2024
3547,No Empirical,10,10000,Very High,High,0.9975826,0.8303152,0.9062958,Wed_Mar__6_13_32_28_2024
3564,No Empirical,10,10000,Very High,High,0.998366,0.8195842,0.9001842,Wed_Mar__6_14_16_44_2024
3571,No Empirical,10,10000,Very High,High,0.995925,0.8195842,0.8991906,Wed_Mar__6_14_56_38_2024
3585,No Empirical,10,10000,Very High,High,0.9975748,0.8276325,0.9046921,Wed_Mar__6_12_06_14_2024
3599,No Empirical,10,10000,Very High,High,0.9983766,0.8249497,0.9034154,Wed_Mar__6_12_46_15_2024
3603,No Empirical,10,10000,Very High,High,0.9959514,0.8249497,0.9024211,Wed_Mar__6_13_30_33_2024
3607,No Empirical,10,10000,Very High,High,0.9943228,0.8222669,0.9001468,Wed_Mar__6_14_11_34_2024
3631,No Empirical,10,10000,Very High,High,0.997563,0.8236083,0.9022777,Wed_Mar__6_15_31_51_2024
3633,No Empirical,10,10000,Very High,High,1.0,0.8229376,0.9028698,Wed_Mar__6_10_05_31_2024
3637,No Empirical,10,10000,Very High,High,0.9967664,0.8269618,0.9039589,Wed_Mar__6_14_52_00_2024
3639,No Empirical,10,10000,Very High,High,0.9991803,0.8175721,0.8992992,Wed_Mar__6_11_24_57_2024
3655,No Empirical,10,10000,Very High,High,0.9959645,0.8276325,0.9040293,Wed_Mar__6_10_45_22_2024
3674,No Empirical,10,10000,Very High,High,0.9975709,0.8262911,0.9038885,Wed_Mar__6_14_15_35_2024
3681,No Empirical,10,10000,Very High,High,0.9967585,0.8249497,0.9027523,Wed_Mar__6_12_47_18_2024
3684,No Empirical,10,10000,Very High,High,0.997563,0.8236083,0.9022777,Wed_Mar__6_10_05_36_2024
3690,No Empirical,10,10000,Very High,High,0.997563,0.8236083,0.9022777,Wed_Mar__6_10_45_54_2024
3691,No Empirical,10,10000,Very High,High,0.9983845,0.8289738,0.9058263,Wed_Mar__6_14_56_53_2024
