,model,cluster_size,num_iter,duplicates_level,distortion_level,precision,recall,f1score,date
502,No Diri,2,10000,Medium,Low,1.0,0.5333333,0.6956522,Wed_Mar__6_11_37_16_2024
517,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_11_35_50_2024
520,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_57_57_2024
529,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_55_07_2024
536,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_12_19_54_2024
552,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_34_49_2024
554,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_10_14_46_2024
566,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_14_41_2024
568,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_09_54_26_2024
595,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_11_14_03_2024
603,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_59_57_2024
612,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_10_34_35_2024
620,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_12_23_37_2024
621,No Diri,2,10000,Medium,Low,0.9962547,0.5373737,0.6981627,Wed_Mar__6_11_36_30_2024
647,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_10_54_36_2024
648,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_09_54_45_2024
651,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_12_46_26_2024
657,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_10_15_06_2024
676,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_11_56_17_2024
691,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_12_36_56_2024
703,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_16_28_2024
709,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_13_17_09_2024
712,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_10_36_45_2024
714,No Diri,2,10000,Medium,Low,1.0,0.5333333,0.6956522,Wed_Mar__6_15_17_06_2024
718,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_14_37_18_2024
727,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_09_55_04_2024
740,No Diri,2,10000,Medium,Low,1.0,0.5333333,0.6956522,Wed_Mar__6_13_57_24_2024
750,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_13_24_47_2024
759,No Diri,2,10000,Medium,Low,0.9962547,0.5373737,0.6981627,Wed_Mar__6_13_59_51_2024
775,No Diri,2,10000,Medium,Low,1.0,0.5333333,0.6956522,Wed_Mar__6_11_41_57_2024
778,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_12_15_21_2024
795,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_09_55_33_2024
797,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_10_30_48_2024
804,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_11_06_28_2024
807,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_12_50_17_2024
826,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_11_04_03_2024
841,No Diri,2,10000,Medium,Low,1.0,0.5313131,0.6939314,Wed_Mar__6_12_48_21_2024
842,No Diri,2,10000,Medium,Low,1.0,0.5373737,0.6990802,Wed_Mar__6_14_31_41_2024
845,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_13_21_49_2024
860,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_12_14_32_2024
870,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_10_29_25_2024
871,No Diri,2,10000,Medium,Low,1.0,0.5353535,0.6973684,Wed_Mar__6_13_56_33_2024
453,No Diri,2,10000,Very High,High,0.9955752,0.3018109,0.4632012,Wed_Mar__6_11_15_47_2024
458,No Diri,2,10000,Very High,High,0.9933921,0.3024816,0.4637532,Wed_Mar__6_10_55_46_2024
460,No Diri,2,10000,Very High,High,0.9911504,0.3004695,0.4611426,Wed_Mar__6_12_24_52_2024
468,No Diri,2,10000,Very High,High,0.9978022,0.3044936,0.4665982,Wed_Mar__6_10_35_30_2024
475,No Diri,2,10000,Very High,High,0.995585,0.3024816,0.4639918,Wed_Mar__6_11_37_36_2024
485,No Diri,2,10000,Very High,High,0.995585,0.3024816,0.4639918,Wed_Mar__6_10_14_50_2024
488,No Diri,2,10000,Very High,High,0.9955752,0.3018109,0.4632012,Wed_Mar__6_09_54_20_2024
497,No Diri,2,10000,Very High,High,0.9890591,0.3031522,0.4640657,Wed_Mar__6_12_01_52_2024
498,No Diri,2,10000,Very High,High,0.9934066,0.3031522,0.4645427,Wed_Mar__6_12_47_35_2024
524,No Diri,2,10000,Very High,High,0.989083,0.3038229,0.4648538,Wed_Mar__6_12_20_06_2024
530,No Diri,2,10000,Very High,High,0.9977925,0.3031522,0.4650206,Wed_Mar__6_10_55_24_2024
537,No Diri,2,10000,Very High,High,0.9934211,0.3038229,0.4653313,Wed_Mar__6_11_58_21_2024
543,No Diri,2,10000,Very High,High,0.995585,0.3024816,0.4639918,Wed_Mar__6_09_54_42_2024
548,No Diri,2,10000,Very High,High,0.9977827,0.3018109,0.4634398,Wed_Mar__6_10_15_03_2024
558,No Diri,2,10000,Very High,High,0.9934066,0.3031522,0.4645427,Wed_Mar__6_11_14_57_2024
571,No Diri,2,10000,Very High,High,0.9933921,0.3024816,0.4637532,Wed_Mar__6_10_35_01_2024
572,No Diri,2,10000,Very High,High,0.9956044,0.3038229,0.4655704,Wed_Mar__6_11_36_12_2024
591,No Diri,2,10000,Very High,High,0.9956044,0.3038229,0.4655704,Wed_Mar__6_11_14_14_2024
608,No Diri,2,10000,Very High,High,0.9955947,0.3031522,0.4647815,Wed_Mar__6_09_55_00_2024
610,No Diri,2,10000,Very High,High,0.9911504,0.3004695,0.4611426,Wed_Mar__6_10_15_25_2024
618,No Diri,2,10000,Very High,High,0.995585,0.3024816,0.4639918,Wed_Mar__6_12_00_23_2024
628,No Diri,2,10000,Very High,High,0.989083,0.3038229,0.4648538,Wed_Mar__6_12_23_55_2024
645,No Diri,2,10000,Very High,High,0.9934066,0.3031522,0.4645427,Wed_Mar__6_12_46_42_2024
646,No Diri,2,10000,Very High,High,0.995585,0.3024816,0.4639918,Wed_Mar__6_10_34_48_2024
655,No Diri,2,10000,Very High,High,0.9933628,0.3011402,0.4621719,Wed_Mar__6_11_36_43_2024
659,No Diri,2,10000,Very High,High,0.9977876,0.3024816,0.4642306,Wed_Mar__6_10_54_51_2024
675,No Diri,2,10000,Very High,High,0.9977827,0.3018109,0.4634398,Wed_Mar__6_14_37_38_2024
692,No Diri,2,10000,Very High,High,0.9977876,0.3024816,0.4642306,Wed_Mar__6_09_55_24_2024
701,No Diri,2,10000,Very High,High,0.9955947,0.3031522,0.4647815,Wed_Mar__6_15_17_27_2024
719,No Diri,2,10000,Very High,High,0.9977974,0.3038229,0.4658098,Wed_Mar__6_11_16_47_2024
722,No Diri,2,10000,Very High,High,0.9912088,0.3024816,0.4635149,Wed_Mar__6_13_57_43_2024
724,No Diri,2,10000,Very High,High,0.9934211,0.3038229,0.4653313,Wed_Mar__6_11_56_38_2024
728,No Diri,2,10000,Very High,High,0.9934354,0.3044936,0.4661191,Wed_Mar__6_10_37_04_2024
729,No Diri,2,10000,Very High,High,0.9889868,0.3011402,0.4616967,Wed_Mar__6_13_17_30_2024
734,No Diri,2,10000,Very High,High,0.9955654,0.3011402,0.4624099,Wed_Mar__6_12_37_19_2024
754,No Diri,2,10000,Very High,High,0.9955752,0.3018109,0.4632012,Wed_Mar__6_11_06_55_2024
774,No Diri,2,10000,Very High,High,0.9933775,0.3018109,0.462963,Wed_Mar__6_13_25_08_2024
782,No Diri,2,10000,Very High,High,0.9934066,0.3031522,0.4645427,Wed_Mar__6_11_42_17_2024
783,No Diri,2,10000,Very High,High,0.9934066,0.3031522,0.4645427,Wed_Mar__6_14_00_16_2024
784,No Diri,2,10000,Very High,High,0.9911504,0.3004695,0.4611426,Wed_Mar__6_12_50_34_2024
799,No Diri,2,10000,Very High,High,0.9934066,0.3031522,0.4645427,Wed_Mar__6_09_55_57_2024
802,No Diri,2,10000,Very High,High,0.9867841,0.3004695,0.4606684,Wed_Mar__6_10_31_06_2024
812,No Diri,2,10000,Very High,High,0.9977827,0.3018109,0.4634398,Wed_Mar__6_12_15_41_2024
824,No Diri,2,10000,Very High,High,1.0,0.3031522,0.4652599,Wed_Mar__6_11_40_13_2024
829,No Diri,2,10000,Very High,High,0.9978022,0.3044936,0.4665982,Wed_Mar__6_12_14_53_2024
833,No Diri,2,10000,Very High,High,0.9912088,0.3024816,0.4635149,Wed_Mar__6_13_22_11_2024
834,No Diri,2,10000,Very High,High,0.9955947,0.3031522,0.4647815,Wed_Mar__6_09_56_09_2024
836,No Diri,2,10000,Very High,High,1.0,0.3044936,0.466838,Wed_Mar__6_14_32_07_2024
844,No Diri,2,10000,Very High,High,1.0,0.3004695,0.4620939,Wed_Mar__6_11_04_21_2024
856,No Diri,2,10000,Very High,High,0.9977974,0.3038229,0.4658098,Wed_Mar__6_12_48_41_2024
440,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_15_37_2024
445,No Diri,2,10000,Very High,Low,1.0,0.3122945,0.4759519,Wed_Mar__6_12_01_41_2024
455,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_14_37_2024
457,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_12_47_24_2024
469,No Diri,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_10_35_19_2024
470,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_09_54_12_2024
473,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_12_24_37_2024
491,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_55_38_2024
501,No Diri,2,10000,Very High,Low,1.0,0.3155819,0.4797601,Wed_Mar__6_11_37_24_2024
525,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_09_54_32_2024
542,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_55_13_2024
546,No Diri,2,10000,Very High,Low,1.0,0.3116371,0.475188,Wed_Mar__6_12_19_58_2024
553,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_14_52_2024
555,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_11_35_59_2024
562,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_58_05_2024
564,No Diri,2,10000,Very High,Low,1.0,0.3122945,0.4759519,Wed_Mar__6_10_34_52_2024
567,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_11_14_44_2024
597,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_09_54_50_2024
599,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_14_07_2024
600,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_12_00_02_2024
602,No Diri,2,10000,Very High,Low,1.0,0.3122945,0.4759519,Wed_Mar__6_10_34_39_2024
609,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_36_34_2024
629,No Diri,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_12_23_43_2024
633,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_10_54_43_2024
639,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_15_13_2024
654,No Diri,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_12_46_34_2024
673,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_13_17_16_2024
674,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_15_17_13_2024
693,No Diri,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_12_37_06_2024
697,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_10_36_53_2024
700,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_14_37_26_2024
702,No Diri,2,10000,Very High,Low,1.0,0.3149244,0.479,Wed_Mar__6_09_55_11_2024
705,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_56_26_2024
725,No Diri,2,10000,Very High,Low,1.0,0.3142669,0.4782391,Wed_Mar__6_11_16_36_2024
739,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_13_57_29_2024
756,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_09_55_41_2024
758,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_42_03_2024
763,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_13_59_57_2024
766,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_12_15_27_2024
780,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_10_30_55_2024
803,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_13_24_52_2024
808,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_12_50_22_2024
809,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_06_37_2024
825,No Diri,2,10000,Very High,Low,1.0,0.3116371,0.475188,Wed_Mar__6_09_55_56_2024
830,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_11_04_09_2024
837,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_13_56_37_2024
839,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_14_31_52_2024
851,No Diri,2,10000,Very High,Low,1.0,0.312952,0.4767151,Wed_Mar__6_11_40_00_2024
859,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_13_21_54_2024
863,No Diri,2,10000,Very High,Low,1.0,0.3136095,0.4774775,Wed_Mar__6_10_29_32_2024
504,No Diri,2,50000,High,High,0.9872774,0.3101519,0.4720195,Tue_Mar__5_17_32_52_2024
505,No Diri,2,50000,High,High,0.9923469,0.3109512,0.473524,Tue_Mar__5_18_20_20_2024
506,No Diri,2,50000,High,High,0.9948849,0.3109512,0.4738124,Tue_Mar__5_13_59_13_2024
507,No Diri,2,50000,High,High,0.9923858,0.31255,0.4753799,Tue_Mar__5_16_48_35_2024
508,No Diri,2,50000,High,High,0.9898734,0.31255,0.4750911,Tue_Mar__5_16_01_37_2024
509,No Diri,2,50000,High,High,0.9873096,0.3109512,0.4729483,Tue_Mar__5_17_54_46_2024
510,No Diri,2,50000,High,High,0.9923858,0.31255,0.4753799,Tue_Mar__5_16_23_32_2024
511,No Diri,2,50000,High,High,0.9923664,0.3117506,0.4744526,Tue_Mar__5_17_10_42_2024
512,No Diri,2,50000,High,High,0.9924051,0.3133493,0.4763062,Tue_Mar__5_18_43_17_2024
513,No Diri,2,50000,High,High,0.9898477,0.3117506,0.4741641,Tue_Mar__5_14_38_51_2024
578,No Diri,2,50000,High,High,0.9923469,0.3109512,0.473524,Tue_Mar__5_16_23_36_2024
579,No Diri,2,50000,High,High,0.9923664,0.3117506,0.4744526,Tue_Mar__5_14_39_03_2024
580,No Diri,2,50000,High,High,0.9923274,0.3101519,0.4725944,Tue_Mar__5_17_58_10_2024
581,No Diri,2,50000,High,High,0.9872774,0.3101519,0.4720195,Tue_Mar__5_16_49_24_2024
582,No Diri,2,50000,High,High,0.9897959,0.3101519,0.4723068,Tue_Mar__5_18_44_52_2024
583,No Diri,2,50000,High,High,0.9923664,0.3117506,0.4744526,Tue_Mar__5_17_13_04_2024
584,No Diri,2,50000,High,High,0.9949109,0.31255,0.4756691,Tue_Mar__5_13_59_35_2024
585,No Diri,2,50000,High,High,0.9899244,0.3141487,0.4769417,Tue_Mar__5_18_20_38_2024
586,No Diri,2,50000,High,High,0.9897959,0.3101519,0.4723068,Tue_Mar__5_17_34_43_2024
587,No Diri,2,50000,High,High,0.989899,0.3133493,0.476017,Tue_Mar__5_16_01_53_2024
660,No Diri,2,50000,High,High,0.9923664,0.3117506,0.4744526,Tue_Mar__5_18_27_31_2024
661,No Diri,2,50000,High,High,0.9874372,0.3141487,0.4766525,Tue_Mar__5_16_51_15_2024
662,No Diri,2,50000,High,High,0.9924051,0.3133493,0.4763062,Tue_Mar__5_13_59_56_2024
663,No Diri,2,50000,High,High,0.997449,0.31255,0.4759586,Tue_Mar__5_18_05_09_2024
664,No Diri,2,50000,High,High,0.9923858,0.31255,0.4753799,Tue_Mar__5_16_02_07_2024
665,No Diri,2,50000,High,High,0.9897698,0.3093525,0.4713764,Tue_Mar__5_14_39_18_2024
666,No Diri,2,50000,High,High,0.9873418,0.3117506,0.4738761,Tue_Mar__5_17_39_11_2024
667,No Diri,2,50000,High,High,0.9923858,0.31255,0.4753799,Tue_Mar__5_17_16_30_2024
668,No Diri,2,50000,High,High,0.9898734,0.31255,0.4750911,Tue_Mar__5_16_25_50_2024
741,No Diri,2,50000,High,High,0.9848101,0.3109512,0.472661,Tue_Mar__5_18_56_15_2024
742,No Diri,2,50000,High,High,0.9949622,0.3157474,0.4793689,Tue_Mar__5_16_02_32_2024
743,No Diri,2,50000,High,High,0.9949109,0.31255,0.4756691,Tue_Mar__5_17_28_36_2024
744,No Diri,2,50000,High,High,0.9923858,0.31255,0.4753799,Tue_Mar__5_21_04_32_2024
745,No Diri,2,50000,High,High,0.9874055,0.3133493,0.4757282,Tue_Mar__5_20_22_54_2024
746,No Diri,2,50000,High,High,0.9898219,0.3109512,0.473236,Tue_Mar__5_16_46_15_2024
747,No Diri,2,50000,High,High,0.9899244,0.3141487,0.4769417,Tue_Mar__5_19_38_49_2024
748,No Diri,2,50000,High,High,0.9898734,0.31255,0.4750911,Tue_Mar__5_18_11_39_2024
749,No Diri,2,50000,High,High,0.9848866,0.31255,0.4745146,Tue_Mar__5_14_00_41_2024
814,No Diri,2,50000,High,High,0.9898477,0.3117506,0.4741641,Tue_Mar__5_20_37_14_2024
815,No Diri,2,50000,High,High,0.9873737,0.31255,0.4748027,Tue_Mar__5_18_39_23_2024
816,No Diri,2,50000,High,High,0.9873418,0.3117506,0.4738761,Tue_Mar__5_14_01_55_2024
817,No Diri,2,50000,High,High,0.9898219,0.3109512,0.473236,Tue_Mar__5_16_03_02_2024
818,No Diri,2,50000,High,High,0.9923664,0.3117506,0.4744526,Tue_Mar__5_16_42_20_2024
819,No Diri,2,50000,High,High,0.9873418,0.3117506,0.4738761,Tue_Mar__5_19_18_17_2024
820,No Diri,2,50000,High,High,0.9873737,0.31255,0.4748027,Tue_Mar__5_18_00_20_2024
821,No Diri,2,50000,High,High,0.9872774,0.3101519,0.4720195,Tue_Mar__5_17_21_30_2024
822,No Diri,2,50000,High,High,0.9898477,0.3117506,0.4741641,Tue_Mar__5_19_57_19_2024
895,No Diri,2,50000,High,High,0.9923664,0.3117506,0.4744526,Tue_Mar__5_19_59_15_2024
896,No Diri,2,50000,High,High,0.9924051,0.3133493,0.4763062,Tue_Mar__5_17_22_14_2024
897,No Diri,2,50000,High,High,0.9923469,0.3109512,0.473524,Tue_Mar__5_14_02_37_2024
2359,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_09_56_56_2024
2362,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_48_48_2024
2372,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_33_59_2024
2373,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_26_37_2024
2386,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_11_54_2024
2391,No Diri,10,10000,High,Low,0.9974446,0.9353035,0.9653751,Wed_Mar__6_14_56_41_2024
2407,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_04_26_2024
2409,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_13_43_32_2024
2410,No Diri,10,10000,High,Low,1.0,0.9337061,0.9657166,Wed_Mar__6_14_20_58_2024
2439,No Diri,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_14_14_06_2024
2452,No Diri,10,10000,High,Low,0.9974468,0.9361022,0.9658014,Wed_Mar__6_09_56_25_2024
2457,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_12_38_44_2024
2459,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_13_10_55_2024
2461,No Diri,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_11_01_09_2024
2466,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_11_33_42_2024
2469,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_10_28_28_2024
2494,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_06_06_2024
2499,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_13_41_15_2024
2526,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_37_25_2024
2529,No Diri,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_13_10_19_2024
2535,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_04_16_2024
2546,No Diri,10,10000,High,Low,1.0,0.9376997,0.9678483,Wed_Mar__6_11_32_36_2024
2550,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_00_06_2024
2567,No Diri,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_10_28_19_2024
2572,No Diri,10,10000,High,Low,0.9974446,0.9353035,0.9653751,Wed_Mar__6_09_56_53_2024
2576,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_41_49_2024
2579,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_14_12_18_2024
2597,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_09_03_2024
2600,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_09_57_08_2024
2610,No Diri,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_12_05_36_2024
2611,No Diri,10,10000,High,Low,1.0,0.9400958,0.9691231,Wed_Mar__6_11_33_30_2024
2641,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_37_08_2024
2646,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_01_57_2024
2647,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_13_07_07_2024
2656,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_38_26_2024
2663,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_30_52_2024
2689,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_15_13_2024
2694,No Diri,10,10000,High,Low,1.0,0.9408946,0.9695473,Wed_Mar__6_09_57_37_2024
2695,No Diri,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_11_54_37_2024
2699,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_27_23_2024
2704,No Diri,10,10000,High,Low,1.0,0.9384984,0.9682736,Wed_Mar__6_13_12_59_2024
2729,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_15_07_24_2024
2731,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_12_31_52_2024
2732,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_10_34_50_2024
2745,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_13_50_20_2024
2755,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_13_34_09_2024
2777,No Diri,10,10000,High,Low,1.0,0.9353035,0.9665704,Wed_Mar__6_14_12_54_2024
2779,No Diri,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_10_43_56_2024
2784,No Diri,10,10000,High,Low,1.0,0.9392971,0.9686985,Wed_Mar__6_12_04_55_2024
2786,No Diri,10,10000,High,Low,1.0,0.936901,0.9674227,Wed_Mar__6_11_21_42_2024
2357,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_14_21_07_2024
2371,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_11_49_03_2024
2375,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_10_34_06_2024
2382,No Diri,10,10000,Low,High,0.8196721,0.8333333,0.8264463,Wed_Mar__6_14_56_49_2024
2383,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_09_57_06_2024
2387,No Diri,10,10000,Low,High,0.8644068,0.85,0.8571429,Wed_Mar__6_12_26_47_2024
2397,No Diri,10,10000,Low,High,0.8644068,0.85,0.8571429,Wed_Mar__6_13_43_44_2024
2406,No Diri,10,10000,Low,High,0.8333333,0.8333333,0.8333333,Wed_Mar__6_11_12_08_2024
2418,No Diri,10,10000,Low,High,0.8644068,0.85,0.8571429,Wed_Mar__6_13_04_34_2024
2430,No Diri,10,10000,Low,High,0.796875,0.85,0.8225806,Wed_Mar__6_12_38_53_2024
2448,No Diri,10,10000,Low,High,0.8095238,0.85,0.8292683,Wed_Mar__6_11_33_50_2024
2450,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_13_10_58_2024
2460,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_13_41_23_2024
2463,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_09_56_33_2024
2465,No Diri,10,10000,Low,High,0.8225806,0.85,0.8360656,Wed_Mar__6_10_28_36_2024
2468,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_11_01_14_2024
2475,No Diri,10,10000,Low,High,0.8095238,0.85,0.8292683,Wed_Mar__6_14_14_11_2024
2496,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_12_06_10_2024
2511,No Diri,10,10000,Low,High,0.8225806,0.85,0.8360656,Wed_Mar__6_12_37_34_2024
