,model,prior,duplicates_level,distortion_level,replicates,precision,recall,f1score,date,num_iter
1919,None,uniform,Very High,Low,50,1.0,0.9230769,0.96,Wed_Feb_28_23_05_59_2024,
1920,None,Bounded NBD,Medium,High,21,0.9857482,0.8521561,0.9140969,Wed_Feb__7_11_14_53_2024,
1921,None,Bounded NBD,Very High,High,21,0.9943548,0.8269618,0.9029659,Tue_Feb__6_20_22_36_2024,
1922,None,Bounded NBD,Very High,Low,21,1.0,0.921762,0.9592884,Tue_Feb__6_20_22_10_2024,
1923,None,Bounded NBD,High,Low,21,1.0,0.9337061,0.9657166,Tue_Feb__6_20_22_10_2024,
1924,None,Bounded NBD,Low,Low,21,0.9836066,0.952381,0.9677419,Tue_Feb__6_20_22_02_2024,
1925,None,Bounded NBD,Low,High,21,0.8793103,0.85,0.8644068,Tue_Feb__6_20_22_21_2024,
1926,None,Bounded NBD,Medium,Low,21,1.0,0.9191919,0.9578947,Tue_Feb__6_20_22_05_2024,
1927,None,Bounded NBD,High,High,21,0.9970297,0.804956,0.8907563,Wed_Feb__7_11_14_58_2024,
1928,None,Bounded NBD,Medium,High,22,0.9858156,0.8562628,0.9164835,Thu_Feb_29_00_05_21_2024,
1929,None,Bounded NBD,Low,Low,22,0.9375,0.952381,0.9448819,Tue_Feb__6_21_35_02_2024,
1930,None,Bounded NBD,Medium,Low,22,1.0,0.9191919,0.9578947,Tue_Feb__6_21_35_05_2024,
1931,None,Bounded NBD,High,High,22,0.9940476,0.8009592,0.8871182,Thu_Feb_29_00_05_22_2024,
1932,None,Bounded NBD,Very High,High,22,0.9959547,0.8256204,0.9028236,Tue_Feb__6_21_35_41_2024,
1933,None,Bounded NBD,High,Low,22,1.0,0.9353035,0.9665704,Tue_Feb__6_21_35_10_2024,
1934,None,Bounded NBD,Very High,Low,22,1.0,0.921762,0.9592884,Tue_Feb__6_21_35_21_2024,
1935,None,Bounded NBD,Low,High,22,0.9107143,0.85,0.8793103,Tue_Feb__6_21_35_28_2024,
1936,None,Bounded NBD,Medium,Low,23,1.0,0.9232323,0.960084,Tue_Feb__6_21_42_43_2024,
1937,None,Bounded NBD,Medium,High,23,0.9858491,0.8583162,0.9176729,Thu_Feb_29_12_53_14_2024,
1938,None,Bounded NBD,Very High,Low,23,1.0,0.921762,0.9592884,Tue_Feb__6_21_42_49_2024,
1939,None,Bounded NBD,High,High,23,0.9970209,0.802558,0.8892826,Thu_Feb_29_09_51_30_2024,
1940,None,Bounded NBD,Very High,High,23,0.9919743,0.8289738,0.9031787,Tue_Feb__6_21_43_05_2024,
1941,None,Bounded NBD,Low,High,23,0.9107143,0.85,0.8793103,Tue_Feb__6_21_42_51_2024,
1942,None,Bounded NBD,Low,Low,23,0.9836066,0.952381,0.9677419,Tue_Feb__6_21_42_41_2024,
1943,None,Bounded NBD,High,Low,23,1.0,0.936901,0.9674227,Tue_Feb__6_21_42_45_2024,
1944,None,Bounded NBD,Medium,High,24,0.9952038,0.8521561,0.9181416,Wed_Feb_28_12_07_45_2024,
1945,None,Bounded NBD,Very High,High,24,0.9951962,0.8336687,0.9072993,Wed_Feb_28_10_54_01_2024,
1946,None,Bounded NBD,Very High,Low,24,1.0,0.921762,0.9592884,Wed_Feb_28_10_53_43_2024,
1947,None,Bounded NBD,Medium,Low,24,1.0,0.9232323,0.960084,Wed_Feb_28_10_53_33_2024,
1948,None,Bounded NBD,High,High,24,1.0,0.8065548,0.8929204,Wed_Feb_28_12_07_46_2024,
1949,None,Bounded NBD,High,Low,24,1.0,0.936901,0.9674227,Wed_Feb_28_10_53_35_2024,
1950,None,Bounded NBD,Low,High,24,0.8947368,0.85,0.8717949,Wed_Feb_28_10_53_47_2024,
1951,None,Bounded NBD,Low,Low,24,0.9836066,0.952381,0.9677419,Wed_Feb_28_10_53_31_2024,
1952,None,Bounded NBD,Low,High,25,0.8947368,0.85,0.8717949,Wed_Feb_28_10_55_02_2024,
1953,None,Bounded NBD,Very High,High,25,0.9927007,0.8209256,0.8986784,Wed_Feb_28_10_55_21_2024,
1954,None,Bounded NBD,High,Low,25,1.0,0.9353035,0.9665704,Wed_Feb_28_10_54_44_2024,
1955,None,Bounded NBD,Medium,Low,25,1.0,0.9252525,0.9611752,Wed_Feb_28_10_54_41_2024,
1956,None,Bounded NBD,Low,Low,25,0.952381,0.952381,0.952381,Wed_Feb_28_10_54_30_2024,
1957,None,Bounded NBD,High,High,25,0.9970443,0.8089528,0.8932039,Wed_Feb_28_12_08_55_2024,
1958,None,Bounded NBD,Medium,High,25,0.985782,0.8542094,0.9152915,Wed_Feb_28_12_08_53_2024,
1959,None,Bounded NBD,Very High,Low,25,1.0,0.921762,0.9592884,Wed_Feb_28_10_54_58_2024,
1960,None,Bounded NBD,High,Low,26,1.0,0.9337061,0.9657166,Wed_Feb_28_10_55_15_2024,
1961,None,Bounded NBD,Low,Low,26,0.9677419,0.952381,0.96,Wed_Feb_28_10_55_02_2024,
1962,None,Bounded NBD,Very High,Low,26,1.0,0.9197896,0.9582192,Wed_Feb_28_10_55_14_2024,
1963,None,Bounded NBD,Very High,High,26,0.9967974,0.8350101,0.9087591,Wed_Feb_28_10_55_46_2024,
1964,None,Bounded NBD,High,High,26,0.994077,0.804956,0.889576,Wed_Feb_28_12_09_27_2024,
1965,None,Bounded NBD,Medium,High,26,0.9928571,0.8562628,0.9195149,Wed_Feb_28_12_09_24_2024,
1966,None,Bounded NBD,Medium,Low,26,0.997807,0.9191919,0.9568875,Wed_Feb_28_10_55_06_2024,
1967,None,Bounded NBD,Low,High,26,0.9107143,0.85,0.8793103,Wed_Feb_28_10_55_28_2024,
1968,None,Bounded NBD,Medium,Low,27,1.0,0.9191919,0.9578947,Wed_Feb_28_10_55_23_2024,
1969,None,Bounded NBD,Low,Low,27,0.9677419,0.952381,0.96,Wed_Feb_28_10_55_20_2024,
1970,None,Bounded NBD,Medium,High,27,0.9880096,0.8459959,0.9115044,Wed_Feb_28_12_09_59_2024,
1971,None,Bounded NBD,High,High,27,1.0,0.8057554,0.8924303,Wed_Feb_28_12_10_00_2024,
1972,None,Bounded NBD,Very High,Low,27,1.0,0.921762,0.9592884,Wed_Feb_28_10_55_34_2024,
1973,None,Bounded NBD,Low,High,27,0.8947368,0.85,0.8717949,Wed_Feb_28_10_55_39_2024,
1974,None,Bounded NBD,High,Low,27,1.0,0.9392971,0.9686985,Wed_Feb_28_10_55_26_2024,
1975,None,Bounded NBD,Very High,High,27,0.9959217,0.8189135,0.8987854,Wed_Feb_28_10_55_53_2024,
1976,None,Bounded NBD,High,High,28,0.997006,0.7985612,0.8868176,Wed_Feb_28_12_55_36_2024,
1977,None,Bounded NBD,High,Low,28,1.0,0.936901,0.9674227,Wed_Feb_28_13_40_20_2024,
1978,None,Bounded NBD,Low,High,28,0.8793103,0.85,0.8644068,Wed_Feb_28_13_40_25_2024,
1979,None,Bounded NBD,Medium,Low,28,1.0,0.9191919,0.9578947,Wed_Feb_28_13_40_14_2024,
1980,None,Bounded NBD,Low,Low,28,0.9836066,0.952381,0.9677419,Wed_Feb_28_13_40_12_2024,
1981,None,Bounded NBD,Medium,High,28,0.9904077,0.8480493,0.9137168,Wed_Feb_28_12_55_35_2024,
1982,None,Bounded NBD,Very High,Low,28,1.0,0.921762,0.9592884,Wed_Feb_28_13_40_23_2024,
1983,None,Bounded NBD,Very High,High,28,0.9911576,0.8269618,0.9016453,Wed_Feb_28_13_40_33_2024,
1984,None,Bounded NBD,Medium,High,29,0.9904535,0.8521561,0.9161148,Thu_Feb_29_11_08_46_2024,
1985,None,Bounded NBD,High,High,29,0.9940535,0.8017586,0.8876106,Thu_Feb_29_00_06_20_2024,
1986,None,Bounded NBD,Very High,Low,29,1.0,0.921762,0.9592884,Wed_Feb_28_16_41_56_2024,
1987,None,Bounded NBD,Very High,High,29,0.9951613,0.8276325,0.9036983,Wed_Feb_28_16_42_22_2024,
1988,None,Bounded NBD,High,Low,29,1.0,0.9353035,0.9665704,Wed_Feb_28_16_41_46_2024,
1989,None,Bounded NBD,Low,Low,29,0.952381,0.952381,0.952381,Wed_Feb_28_16_41_36_2024,
1990,None,Bounded NBD,Low,High,29,0.9107143,0.85,0.8793103,Wed_Feb_28_16_42_01_2024,
1991,None,Bounded NBD,Medium,Low,29,1.0,0.9191919,0.9578947,Wed_Feb_28_16_41_40_2024,
1992,None,Bounded NBD,Very High,High,30,0.9959547,0.8256204,0.9028236,Wed_Feb_28_16_41_44_2024,
1993,None,Bounded NBD,Medium,High,30,0.9904988,0.8562628,0.9185022,Wed_Feb_28_13_34_05_2024,
1994,None,Bounded NBD,High,High,30,0.9940653,0.8033573,0.8885942,Wed_Feb_28_13_34_07_2024,
1995,None,Bounded NBD,Low,High,30,0.8793103,0.85,0.8644068,Wed_Feb_28_16_41_17_2024,
1996,None,Bounded NBD,Medium,Low,30,1.0,0.9191919,0.9578947,Wed_Feb_28_16_41_03_2024,
1997,None,Bounded NBD,High,Low,30,1.0,0.9337061,0.9657166,Wed_Feb_28_16_41_13_2024,
1998,None,Bounded NBD,Low,Low,30,0.9836066,0.952381,0.9677419,Wed_Feb_28_16_41_01_2024,
1999,None,Bounded NBD,Very High,Low,30,1.0,0.921762,0.9592884,Wed_Feb_28_16_41_14_2024,
2000,None,Bounded NBD,Medium,High,31,0.9834515,0.8542094,0.9142857,Wed_Feb_28_12_56_59_2024,
2001,None,Bounded NBD,High,Low,31,1.0,0.936901,0.9674227,Wed_Feb_28_13_40_56_2024,
2002,None,Bounded NBD,Medium,Low,31,0.997807,0.9191919,0.9568875,Wed_Feb_28_13_40_54_2024,
2003,None,Bounded NBD,Very High,High,31,0.9983832,0.8283032,0.9054252,Wed_Feb_28_13_41_10_2024,
2004,None,Bounded NBD,High,High,31,0.9940535,0.8017586,0.8876106,Wed_Feb_28_12_57_01_2024,
2005,None,Bounded NBD,Very High,Low,31,1.0,0.921762,0.9592884,Wed_Feb_28_13_40_56_2024,
2006,None,Bounded NBD,Low,High,31,0.8928571,0.8333333,0.862069,Wed_Feb_28_13_41_03_2024,
2007,None,Bounded NBD,Low,Low,31,0.9836066,0.952381,0.9677419,Wed_Feb_28_13_40_49_2024,
2008,None,Bounded NBD,Low,Low,32,0.9836066,0.952381,0.9677419,Wed_Feb_28_15_19_16_2024,
2009,None,Bounded NBD,Medium,High,32,0.9928571,0.8562628,0.9195149,Thu_Feb_29_11_59_02_2024,
2010,None,Bounded NBD,Very High,Low,32,1.0,0.921762,0.9592884,Wed_Feb_28_15_19_26_2024,
2011,None,Bounded NBD,Low,High,32,0.9107143,0.85,0.8793103,Wed_Feb_28_15_19_27_2024,
2012,None,Bounded NBD,Very High,High,32,0.9943366,0.824279,0.9013568,Wed_Feb_28_15_19_37_2024,
2013,None,Bounded NBD,High,Low,32,1.0,0.9384984,0.9682736,Wed_Feb_28_15_19_21_2024,
2014,None,Bounded NBD,High,High,32,0.9970149,0.8009592,0.8882979,Thu_Feb_29_11_08_34_2024,
2015,None,Bounded NBD,Medium,Low,32,1.0,0.9252525,0.9611752,Wed_Feb_28_15_19_19_2024,
2016,None,Bounded NBD,Low,Low,33,0.9677419,0.952381,0.96,Wed_Feb_28_18_16_00_2024,
2017,None,Bounded NBD,Very High,High,33,0.9959872,0.8323273,0.9068323,Wed_Feb_28_18_16_53_2024,
2018,None,Bounded NBD,Low,High,33,0.8947368,0.85,0.8717949,Wed_Feb_28_18_16_28_2024,
2019,None,Bounded NBD,High,Low,33,1.0,0.9337061,0.9657166,Wed_Feb_28_18_16_09_2024,
2020,None,Bounded NBD,Medium,High,33,0.9858491,0.8583162,0.9176729,Thu_Feb_29_09_51_57_2024,
2021,None,Bounded NBD,Medium,Low,33,1.0,0.9191919,0.9578947,Wed_Feb_28_18_16_07_2024,
2022,None,Bounded NBD,Very High,Low,33,1.0,0.921762,0.9592884,Wed_Feb_28_18_16_19_2024,
2023,None,Bounded NBD,High,High,33,1.0,0.8041567,0.8914488,Thu_Feb_29_09_51_59_2024,
2024,None,Bounded NBD,Low,Low,34,0.9836066,0.952381,0.9677419,Wed_Feb_28_18_16_08_2024,
2025,None,Bounded NBD,Very High,Low,34,1.0,0.9243918,0.9607106,Wed_Feb_28_18_16_23_2024,
2026,None,Bounded NBD,Low,High,34,0.9107143,0.85,0.8793103,Wed_Feb_28_18_16_37_2024,
2027,None,Bounded NBD,High,High,34,0.9970149,0.8009592,0.8882979,Thu_Feb_29_00_06_36_2024,
2028,None,Bounded NBD,Medium,High,34,0.9836449,0.8644764,0.9202186,Thu_Feb_29_11_08_55_2024,
2029,None,Bounded NBD,Very High,High,34,0.9935897,0.8316566,0.9054399,Wed_Feb_28_18_16_57_2024,
2030,None,Bounded NBD,Medium,Low,34,1.0,0.9191919,0.9578947,Wed_Feb_28_18_16_12_2024,
2031,None,Bounded NBD,High,Low,34,1.0,0.9353035,0.9665704,Wed_Feb_28_18_16_20_2024,
2032,None,Bounded NBD,Low,Low,35,0.9677419,0.952381,0.96,Wed_Feb_28_15_17_59_2024,
2033,None,Bounded NBD,High,High,35,1.0,0.7993605,0.888494,Thu_Feb_29_00_06_36_2024,
2034,None,Bounded NBD,Low,High,35,0.9272727,0.85,0.8869565,Wed_Feb_28_15_18_14_2024,
2035,None,Bounded NBD,Very High,High,35,0.9943639,0.8283032,0.9037688,Wed_Feb_28_15_18_24_2024,
2036,None,Bounded NBD,High,Low,35,1.0,0.9353035,0.9665704,Wed_Feb_28_15_18_02_2024,
2037,None,Bounded NBD,Medium,Low,35,1.0,0.9191919,0.9578947,Wed_Feb_28_15_18_01_2024,
2038,None,Bounded NBD,Very High,Low,35,1.0,0.921762,0.9592884,Wed_Feb_28_15_18_10_2024,
2039,None,Bounded NBD,Medium,High,35,0.985782,0.8542094,0.9152915,Thu_Feb_29_12_53_57_2024,
2040,None,Bounded NBD,High,High,36,0.9940535,0.8017586,0.8876106,Thu_Feb_29_11_59_03_2024,
2041,None,Bounded NBD,Medium,Low,36,1.0,0.9191919,0.9578947,Wed_Feb_28_18_14_51_2024,
2042,None,Bounded NBD,High,Low,36,1.0,0.9384984,0.9682736,Wed_Feb_28_18_14_57_2024,
2043,None,Bounded NBD,Very High,High,36,0.9951652,0.8283032,0.9040996,Wed_Feb_28_18_15_09_2024,
2044,None,Bounded NBD,Low,Low,36,0.9836066,0.952381,0.9677419,Wed_Feb_28_18_14_49_2024,
2045,None,Bounded NBD,Low,High,36,0.8947368,0.85,0.8717949,Wed_Feb_28_18_15_00_2024,
2046,None,Bounded NBD,Very High,Low,36,1.0,0.921762,0.9592884,Wed_Feb_28_18_14_57_2024,
2047,None,Bounded NBD,Medium,High,36,0.9857143,0.8501027,0.9128997,Thu_Feb_29_11_08_33_2024,
2048,None,Bounded NBD,High,High,37,0.9970297,0.804956,0.8907563,Thu_Feb_29_11_08_47_2024,
2049,None,Bounded NBD,Low,Low,37,0.9677419,0.952381,0.96,Wed_Feb_28_19_35_59_2024,
2050,None,Bounded NBD,Low,High,37,0.8793103,0.85,0.8644068,Wed_Feb_28_19_36_31_2024,
2051,None,Bounded NBD,Very High,Low,37,1.0,0.921762,0.9592884,Wed_Feb_28_19_36_22_2024,
2052,None,Bounded NBD,Very High,High,37,0.9951885,0.8323273,0.9065011,Wed_Feb_28_19_36_50_2024,
2053,None,Bounded NBD,Medium,Low,37,1.0,0.9191919,0.9578947,Wed_Feb_28_19_36_03_2024,
2054,None,Bounded NBD,Medium,High,37,0.9833333,0.8480493,0.9106946,Thu_Feb_29_00_06_14_2024,
2055,None,Bounded NBD,High,Low,37,1.0,0.9337061,0.9657166,Wed_Feb_28_19_36_16_2024,
2056,None,Bounded NBD,Low,Low,38,0.9836066,0.952381,0.9677419,Wed_Feb_28_19_36_27_2024,
2057,None,Bounded NBD,High,Low,38,1.0,0.936901,0.9674227,Wed_Feb_28_19_36_41_2024,
2058,None,Bounded NBD,Very High,High,38,0.9959612,0.8269618,0.9036277,Wed_Feb_28_19_37_04_2024,
2059,None,Bounded NBD,Medium,Low,38,1.0,0.9191919,0.9578947,Wed_Feb_28_19_36_30_2024,
2060,None,Bounded NBD,Medium,High,38,0.9904988,0.8562628,0.9185022,Thu_Feb_29_09_52_10_2024,
2061,None,Bounded NBD,Very High,Low,38,1.0,0.921762,0.9592884,Wed_Feb_28_19_36_45_2024,
2062,None,Bounded NBD,High,High,38,1.0,0.8033573,0.8909574,Thu_Feb_29_09_52_12_2024,
2063,None,Bounded NBD,Low,High,38,0.8947368,0.85,0.8717949,Wed_Feb_28_19_36_52_2024,
2064,None,Bounded NBD,Very High,Low,39,1.0,0.921762,0.9592884,Wed_Feb_28_18_16_23_2024,
2065,None,Bounded NBD,Medium,Low,39,1.0,0.9191919,0.9578947,Wed_Feb_28_18_16_16_2024,
2066,None,Bounded NBD,Low,High,39,0.9272727,0.85,0.8869565,Wed_Feb_28_18_16_26_2024,
2067,None,Bounded NBD,High,Low,39,1.0,0.9337061,0.9657166,Wed_Feb_28_18_16_21_2024,
2068,None,Bounded NBD,Medium,High,39,0.9881235,0.8542094,0.9162996,Thu_Feb_29_12_00_23_2024,
2069,None,Bounded NBD,Low,Low,39,0.9677419,0.952381,0.96,Wed_Feb_28_18_16_13_2024,
2070,None,Bounded NBD,High,High,39,1.0,0.8057554,0.8924303,Thu_Feb_29_09_52_12_2024,
2071,None,Bounded NBD,Very High,High,39,0.9983884,0.8309859,0.9070278,Wed_Feb_28_18_16_37_2024,
2072,None,Bounded NBD,Very High,Low,40,1.0,0.9197896,0.9582192,Wed_Feb_28_19_35_21_2024,
2073,None,Bounded NBD,High,High,40,0.9970326,0.8057554,0.8912467,Thu_Feb_29_12_53_15_2024,
2074,None,Bounded NBD,Low,Low,40,0.9677419,0.952381,0.96,Wed_Feb_28_19_35_12_2024,
2075,None,Bounded NBD,Medium,Low,40,1.0,0.9191919,0.9578947,Wed_Feb_28_19_35_16_2024,
2076,None,Bounded NBD,Medium,High,40,0.9857482,0.8521561,0.9140969,Thu_Feb_29_09_51_29_2024,
2077,None,Bounded NBD,High,Low,40,1.0,0.9384984,0.9682736,Wed_Feb_28_19_35_18_2024,
2078,None,Bounded NBD,Very High,High,40,0.9919355,0.8249497,0.9007689,Wed_Feb_28_19_35_37_2024,
2079,None,Bounded NBD,Low,High,40,0.8947368,0.85,0.8717949,Wed_Feb_28_19_35_26_2024,
2080,None,Bounded NBD,High,Low,41,1.0,0.9353035,0.9665704,Wed_Feb_28_20_51_49_2024,
2081,None,Bounded NBD,High,High,41,0.9970209,0.802558,0.8892826,Thu_Feb_29_12_53_46_2024,
2082,None,Bounded NBD,Medium,Low,41,0.9978166,0.9232323,0.9590766,Wed_Feb_28_20_51_42_2024,
2083,None,Bounded NBD,Very High,High,41,0.995958,0.8262911,0.9032258,Wed_Feb_28_20_52_31_2024,
2084,None,Bounded NBD,Low,High,41,0.9107143,0.85,0.8793103,Wed_Feb_28_20_52_07_2024,
2085,None,Bounded NBD,Medium,High,41,0.9904762,0.8542094,0.9173098,Thu_Feb_29_12_53_44_2024,
2086,None,Bounded NBD,Very High,Low,41,1.0,0.9197896,0.9582192,Wed_Feb_28_20_51_59_2024,
2087,None,Bounded NBD,Low,Low,41,0.9836066,0.952381,0.9677419,Wed_Feb_28_20_51_38_2024,
2088,None,Bounded NBD,High,Low,42,1.0,0.9376997,0.9678483,Wed_Feb_28_20_52_34_2024,
2089,None,Bounded NBD,Medium,Low,42,1.0,0.9191919,0.9578947,Wed_Feb_28_20_52_30_2024,
2090,None,Bounded NBD,Low,High,42,0.9107143,0.85,0.8793103,Wed_Feb_28_20_52_43_2024,
2091,None,Bounded NBD,High,High,42,0.9970297,0.804956,0.8907563,Thu_Feb_29_11_08_57_2024,
2092,None,Bounded NBD,Medium,High,42,0.9858156,0.8562628,0.9164835,Thu_Feb_29_00_06_34_2024,
2093,None,Bounded NBD,Very High,High,42,0.9944134,0.8356808,0.9081633,Wed_Feb_28_20_53_05_2024,
2094,None,Bounded NBD,Low,Low,42,0.9836066,0.952381,0.9677419,Wed_Feb_28_20_52_27_2024,
2095,None,Bounded NBD,Very High,Low,42,1.0,0.921762,0.9592884,Wed_Feb_28_20_52_40_2024,
2096,None,Bounded NBD,High,Low,43,1.0,0.9353035,0.9665704,Wed_Feb_28_20_52_34_2024,
2097,None,Bounded NBD,Medium,Low,43,1.0,0.9191919,0.9578947,Wed_Feb_28_20_52_29_2024,
2098,None,Bounded NBD,Very High,Low,43,1.0,0.921762,0.9592884,Wed_Feb_28_20_52_37_2024,
2099,None,Bounded NBD,Low,High,43,0.9107143,0.85,0.8793103,Wed_Feb_28_20_52_43_2024,
2100,None,Bounded NBD,Medium,High,43,0.9882075,0.8603696,0.9198683,Thu_Feb_29_11_09_04_2024,
2101,None,Bounded NBD,High,High,43,0.9970297,0.804956,0.8907563,Thu_Feb_29_11_09_05_2024,
2102,None,Bounded NBD,Very High,High,43,0.9983845,0.8289738,0.9058263,Wed_Feb_28_20_52_56_2024,
2103,None,Bounded NBD,Low,Low,43,0.9677419,0.952381,0.96,Wed_Feb_28_20_52_27_2024,
2104,None,Bounded NBD,Low,High,44,0.8793103,0.85,0.8644068,Wed_Feb_28_20_51_10_2024,
2105,None,Bounded NBD,Very High,Low,44,1.0,0.921762,0.9592884,Wed_Feb_28_20_51_06_2024,
2106,None,Bounded NBD,Medium,High,44,0.9880952,0.8521561,0.9151047,Thu_Feb_29_13_39_56_2024,
2107,None,Bounded NBD,High,Low,44,1.0,0.9376997,0.9678483,Wed_Feb_28_20_51_03_2024,
2108,None,Bounded NBD,Low,Low,44,0.9677419,0.952381,0.96,Wed_Feb_28_20_50_56_2024,
2109,None,Bounded NBD,Very High,High,44,0.9959775,0.8303152,0.9056328,Wed_Feb_28_20_51_14_2024,
2110,None,Bounded NBD,High,High,44,0.9940417,0.8001599,0.8866253,Thu_Feb_29_13_39_57_2024,
2111,None,Bounded NBD,Medium,Low,44,1.0,0.9191919,0.9578947,Wed_Feb_28_20_50_57_2024,
2112,None,Bounded NBD,Low,Low,45,0.9677419,0.952381,0.96,Wed_Feb_28_21_58_54_2024,
2113,None,Bounded NBD,High,High,45,0.9980315,0.8105516,0.8945743,Thu_Feb_29_13_41_30_2024,
2114,None,Bounded NBD,Very High,High,45,0.9935484,0.8262911,0.9022336,Wed_Feb_28_21_59_54_2024,
2115,None,Bounded NBD,Medium,Low,45,0.997807,0.9191919,0.9568875,Wed_Feb_28_21_58_58_2024,
2116,None,Bounded NBD,Low,High,45,0.9272727,0.85,0.8869565,Wed_Feb_28_21_59_23_2024,
2117,None,Bounded NBD,High,Low,45,1.0,0.9353035,0.9665704,Wed_Feb_28_21_59_05_2024,
2118,None,Bounded NBD,Medium,High,45,0.9903846,0.8459959,0.9125138,Thu_Feb_29_13_41_29_2024,
2119,None,Bounded NBD,Very High,Low,45,1.0,0.921762,0.9592884,Wed_Feb_28_21_59_07_2024,
2120,None,Bounded NBD,Low,High,46,0.9107143,0.85,0.8793103,Wed_Feb_28_22_00_05_2024,
2121,None,Bounded NBD,Very High,High,46,0.9991961,0.8336687,0.908958,Wed_Feb_28_22_00_32_2024,
2122,None,Bounded NBD,Medium,Low,46,1.0,0.9191919,0.9578947,Wed_Feb_28_21_59_26_2024,
2123,None,Bounded NBD,Medium,High,46,0.985782,0.8542094,0.9152915,Thu_Feb_29_12_54_02_2024,
2124,None,Bounded NBD,Low,Low,46,0.9677419,0.952381,0.96,Wed_Feb_28_21_59_21_2024,
2125,None,Bounded NBD,Very High,Low,46,1.0,0.9230769,0.96,Wed_Feb_28_21_59_35_2024,
2126,None,Bounded NBD,High,High,46,0.999001,0.7993605,0.8880995,Thu_Feb_29_12_54_05_2024,
2127,None,Bounded NBD,High,Low,46,1.0,0.9361022,0.9669967,Wed_Feb_28_21_59_30_2024,
2128,None,Bounded NBD,Medium,High,47,0.9904988,0.8562628,0.9185022,Thu_Feb_29_09_52_11_2024,
2129,None,Bounded NBD,High,Low,47,1.0,0.9376997,0.9678483,Wed_Feb_28_21_59_47_2024,
2130,None,Bounded NBD,High,High,47,1.0,0.8009592,0.8894807,Thu_Feb_29_12_00_25_2024,
2131,None,Bounded NBD,Very High,Low,47,1.0,0.921762,0.9592884,Wed_Feb_28_21_59_48_2024,
2132,None,Bounded NBD,Medium,Low,47,1.0,0.9191919,0.9578947,Wed_Feb_28_21_59_44_2024,
2133,None,Bounded NBD,Very High,High,47,0.9952038,0.8350101,0.9080963,Wed_Feb_28_22_00_07_2024,
2134,None,Bounded NBD,Low,High,47,0.9090909,0.8333333,0.8695652,Wed_Feb_28_21_59_57_2024,
2135,None,Bounded NBD,Low,Low,47,0.9677419,0.952381,0.96,Wed_Feb_28_21_59_41_2024,
2136,None,Bounded NBD,High,High,48,0.998,0.7977618,0.886717,Thu_Feb_29_14_31_22_2024,
2137,None,Bounded NBD,Very High,High,48,0.9951885,0.8323273,0.9065011,Wed_Feb_28_21_58_29_2024,
2138,None,Bounded NBD,Medium,Low,48,1.0,0.9191919,0.9578947,Wed_Feb_28_21_58_12_2024,
2139,None,Bounded NBD,Very High,Low,48,1.0,0.921762,0.9592884,Wed_Feb_28_21_58_17_2024,
2140,None,Bounded NBD,Medium,High,48,0.9881235,0.8542094,0.9162996,Thu_Feb_29_14_31_20_2024,
2141,None,Bounded NBD,High,Low,48,1.0,0.9337061,0.9657166,Wed_Feb_28_21_58_15_2024,
2142,None,Bounded NBD,Low,High,48,0.9107143,0.85,0.8793103,Wed_Feb_28_21_58_21_2024,
2143,None,Bounded NBD,Low,Low,48,0.9836066,0.952381,0.9677419,Wed_Feb_28_21_58_09_2024,
2144,None,Bounded NBD,Very High,Low,49,1.0,0.921762,0.9592884,Wed_Feb_28_23_09_42_2024,
2145,None,Bounded NBD,Low,Low,49,0.9677419,0.952381,0.96,Wed_Feb_28_23_09_16_2024,
2146,None,Bounded NBD,Low,High,49,0.8947368,0.85,0.8717949,Wed_Feb_28_23_09_51_2024,
2147,None,Bounded NBD,Medium,Low,49,1.0,0.9191919,0.9578947,Wed_Feb_28_23_09_22_2024,
2148,None,Bounded NBD,Medium,High,49,0.9880096,0.8459959,0.9115044,Thu_Feb_29_13_42_36_2024,
2149,None,Bounded NBD,High,Low,49,1.0,0.9353035,0.9665704,Wed_Feb_28_23_09_32_2024,
2150,None,Bounded NBD,High,High,49,0.9970238,0.8033573,0.8897742,Thu_Feb_29_13_42_38_2024,
2151,None,Bounded NBD,Very High,High,49,0.996748,0.8222669,0.9011393,Wed_Feb_28_23_10_21_2024,
2152,None,Bounded NBD,High,Low,50,1.0,0.9353035,0.9665704,Wed_Feb_28_23_09_35_2024,
2153,None,Bounded NBD,Very High,Low,50,1.0,0.921762,0.9592884,Wed_Feb_28_23_09_41_2024,
2154,None,Bounded NBD,Low,High,50,0.9107143,0.85,0.8793103,Wed_Feb_28_23_09_54_2024,
2155,None,Bounded NBD,Low,Low,50,0.9836066,0.952381,0.9677419,Wed_Feb_28_23_09_24_2024,
2156,None,Bounded NBD,Medium,High,50,0.9903614,0.8439425,0.9113082,Thu_Feb_29_14_31_59_2024,
2157,None,Bounded NBD,Very High,High,50,0.994373,0.8296445,0.9045704,Wed_Feb_28_23_10_14_2024,
2158,None,Bounded NBD,Medium,Low,50,0.9978214,0.9252525,0.9601677,Wed_Feb_28_23_09_30_2024,
2159,None,Bounded NBD,High,High,50,0.997009,0.7993605,0.8873114,Thu_Feb_29_14_32_03_2024,
2160,No Empirical,Pitman,Medium,Low,21,1.0,0.9191919,0.9578947,Tue_Feb__6_21_59_35_2024,
2161,No Empirical,Pitman,Low,High,21,1.0,0.8166667,0.8990826,Tue_Feb__6_21_59_50_2024,
