,model,prior,duplicates_level,distortion_level,replicates,precision,recall,f1score,date,num_iter
1199,No Diri,uniform,Very High,Low,50,1.0,0.921762,0.9592884,Wed_Feb_28_19_56_33_2024,
1200,No Diri,Bounded NBD,Low,High,21,0.8225806,0.85,0.8360656,Tue_Feb__6_20_14_55_2024,
1201,No Diri,Bounded NBD,Very High,High,21,0.9937598,0.8544601,0.9188604,Tue_Feb__6_20_15_07_2024,
1202,No Diri,Bounded NBD,Medium,Low,21,1.0,0.9232323,0.960084,Tue_Feb__6_20_14_40_2024,
1203,No Diri,Bounded NBD,High,Low,21,1.0,0.9353035,0.9665704,Tue_Feb__6_20_14_46_2024,
1204,No Diri,Bounded NBD,Medium,High,21,0.9741176,0.8501027,0.9078947,Tue_Feb__6_20_14_59_2024,
1205,No Diri,Bounded NBD,Low,Low,21,0.8333333,0.952381,0.8888889,Tue_Feb__6_20_14_38_2024,
1206,No Diri,Bounded NBD,High,High,21,1.0,0.8289369,0.9064685,Wed_Feb__7_16_37_16_2024,
1207,No Diri,Bounded NBD,Very High,Low,21,1.0,0.9230769,0.96,Tue_Feb__6_20_14_50_2024,
1208,No Diri,Bounded NBD,Low,High,22,0.8225806,0.85,0.8360656,Tue_Feb__6_20_24_04_2024,
1209,No Diri,Bounded NBD,Medium,Low,22,1.0,0.9191919,0.9578947,Tue_Feb__6_20_23_55_2024,
1210,No Diri,Bounded NBD,Low,Low,22,0.8695652,0.952381,0.9090909,Tue_Feb__6_20_23_52_2024,
1211,No Diri,Bounded NBD,Very High,High,22,0.9929852,0.8544601,0.9185292,Tue_Feb__6_20_24_25_2024,
1212,No Diri,Bounded NBD,High,Low,22,1.0,0.936901,0.9674227,Tue_Feb__6_20_23_58_2024,
1213,No Diri,Bounded NBD,High,High,22,1.0,0.8257394,0.9045534,Fri_Feb__9_08_54_37_2024,
1214,No Diri,Bounded NBD,Medium,High,22,0.9719626,0.8542094,0.9092896,Tue_Feb__6_20_24_16_2024,
1215,No Diri,Bounded NBD,Very High,Low,22,1.0,0.921762,0.9592884,Tue_Feb__6_20_24_07_2024,
1216,No Diri,Bounded NBD,High,Low,23,1.0,0.9353035,0.9665704,Tue_Feb__6_21_32_57_2024,
1217,No Diri,Bounded NBD,Medium,Low,23,1.0,0.9232323,0.960084,Tue_Feb__6_21_32_54_2024,
1218,No Diri,Bounded NBD,Very High,High,23,0.9937646,0.8551308,0.9192502,Tue_Feb__6_21_33_16_2024,
1219,No Diri,Bounded NBD,Medium,High,23,0.9812646,0.8603696,0.916849,Tue_Feb__6_21_33_10_2024,
1220,No Diri,Bounded NBD,High,High,23,1.0,0.8241407,0.9035933,Thu_Feb_29_00_35_12_2024,
1221,No Diri,Bounded NBD,Very High,Low,23,1.0,0.921762,0.9592884,Tue_Feb__6_21_33_00_2024,
1222,No Diri,Bounded NBD,Low,High,23,0.8360656,0.85,0.8429752,Tue_Feb__6_21_33_06_2024,
1223,No Diri,Bounded NBD,Low,Low,23,0.8955224,0.952381,0.9230769,Tue_Feb__6_21_32_52_2024,
1224,No Diri,Bounded NBD,Very High,High,24,0.996112,0.8591549,0.9225783,Tue_Feb__6_21_46_39_2024,
1225,No Diri,Bounded NBD,Very High,Low,24,1.0,0.921762,0.9592884,Tue_Feb__6_21_46_20_2024,
1226,No Diri,Bounded NBD,Medium,High,24,0.9766355,0.8583162,0.9136612,Tue_Feb__6_21_46_30_2024,
1227,No Diri,Bounded NBD,High,High,24,1.0,0.8233413,0.9031127,Thu_Feb_29_09_34_21_2024,
1228,No Diri,Bounded NBD,Medium,Low,24,0.9978166,0.9232323,0.9590766,Tue_Feb__6_21_46_10_2024,
1229,No Diri,Bounded NBD,High,Low,24,1.0,0.936901,0.9674227,Tue_Feb__6_21_46_13_2024,
1230,No Diri,Bounded NBD,Low,Low,24,0.8571429,0.952381,0.9022556,Tue_Feb__6_21_46_06_2024,
1231,No Diri,Bounded NBD,Low,High,24,0.8360656,0.85,0.8429752,Tue_Feb__6_21_46_20_2024,
1232,No Diri,Bounded NBD,Low,High,25,0.8360656,0.85,0.8429752,Wed_Feb_28_10_44_03_2024,
1233,No Diri,Bounded NBD,Medium,High,25,0.9766355,0.8583162,0.9136612,Wed_Feb_28_10_44_12_2024,
1234,No Diri,Bounded NBD,High,Low,25,1.0,0.936901,0.9674227,Wed_Feb_28_10_43_58_2024,
1235,No Diri,Bounded NBD,Low,Low,25,0.8571429,0.952381,0.9022556,Wed_Feb_28_10_43_51_2024,
1236,No Diri,Bounded NBD,Very High,Low,25,1.0,0.921762,0.9592884,Wed_Feb_28_10_44_00_2024,
1237,No Diri,Bounded NBD,Medium,Low,25,1.0,0.9191919,0.9578947,Wed_Feb_28_10_43_55_2024,
1238,No Diri,Bounded NBD,Very High,High,25,0.9937936,0.8591549,0.9215827,Wed_Feb_28_10_44_21_2024,
1239,No Diri,Bounded NBD,High,High,25,1.0,0.8289369,0.9064685,Wed_Feb_28_11_41_44_2024,
1240,No Diri,Bounded NBD,Low,High,26,0.8225806,0.85,0.8360656,Wed_Feb_28_10_44_53_2024,
1241,No Diri,Bounded NBD,Low,Low,26,0.8823529,0.952381,0.9160305,Wed_Feb_28_10_44_42_2024,
1242,No Diri,Bounded NBD,Very High,High,26,0.9960876,0.8537894,0.9194655,Wed_Feb_28_10_45_06_2024,
1243,No Diri,Bounded NBD,High,High,26,1.0,0.82494,0.9040736,Wed_Feb_28_11_42_40_2024,
1244,No Diri,Bounded NBD,Very High,Low,26,1.0,0.921762,0.9592884,Wed_Feb_28_10_44_52_2024,
1245,No Diri,Bounded NBD,High,Low,26,1.0,0.936901,0.9674227,Wed_Feb_28_10_44_49_2024,
1246,No Diri,Bounded NBD,Medium,Low,26,1.0,0.9232323,0.960084,Wed_Feb_28_10_44_45_2024,
1247,No Diri,Bounded NBD,Medium,High,26,0.9858156,0.8562628,0.9164835,Wed_Feb_28_10_45_01_2024,
1248,No Diri,Bounded NBD,Very High,High,27,0.9960876,0.8537894,0.9194655,Wed_Feb_28_10_45_49_2024,
1249,No Diri,Bounded NBD,High,Low,27,1.0,0.9337061,0.9657166,Wed_Feb_28_10_45_21_2024,
1250,No Diri,Bounded NBD,Low,High,27,0.8225806,0.85,0.8360656,Wed_Feb_28_10_45_35_2024,
1251,No Diri,Bounded NBD,High,High,27,1.0,0.8289369,0.9064685,Wed_Feb_28_11_43_26_2024,
1252,No Diri,Bounded NBD,Medium,Low,27,1.0,0.9232323,0.960084,Wed_Feb_28_10_45_18_2024,
1253,No Diri,Bounded NBD,Very High,Low,27,1.0,0.9211045,0.9589322,Wed_Feb_28_10_45_31_2024,
1254,No Diri,Bounded NBD,Medium,High,27,0.9721578,0.8603696,0.912854,Wed_Feb_28_10_45_40_2024,
1255,No Diri,Bounded NBD,Low,Low,27,0.8823529,0.952381,0.9160305,Wed_Feb_28_10_45_15_2024,
1256,No Diri,Bounded NBD,Low,Low,28,0.8571429,0.952381,0.9022556,Wed_Feb_28_10_45_51_2024,
1257,No Diri,Bounded NBD,High,Low,28,1.0,0.9376997,0.9678483,Wed_Feb_28_10_45_57_2024,
1258,No Diri,Bounded NBD,Low,High,28,0.8095238,0.85,0.8292683,Wed_Feb_28_10_46_01_2024,
1259,No Diri,Bounded NBD,Very High,Low,28,1.0,0.921762,0.9592884,Wed_Feb_28_10_46_01_2024,
1260,No Diri,Bounded NBD,Medium,Low,28,0.9978261,0.9272727,0.9612565,Wed_Feb_28_10_45_54_2024,
1261,No Diri,Bounded NBD,Medium,High,28,0.9789227,0.8583162,0.9146608,Wed_Feb_28_10_46_02_2024,
1262,No Diri,Bounded NBD,High,High,28,0.997107,0.8265388,0.9038462,Wed_Feb_28_11_44_34_2024,
1263,No Diri,Bounded NBD,Very High,High,28,0.9921814,0.8511066,0.9162455,Wed_Feb_28_10_46_11_2024,
1264,No Diri,Bounded NBD,Medium,High,29,0.9700461,0.8644764,0.9142237,Wed_Feb_28_13_29_17_2024,
1265,No Diri,Bounded NBD,Medium,Low,29,0.9978214,0.9252525,0.9601677,Wed_Feb_28_13_29_07_2024,
1266,No Diri,Bounded NBD,Very High,High,29,0.9937549,0.8537894,0.9184704,Wed_Feb_28_13_29_34_2024,
1267,No Diri,Bounded NBD,Very High,Low,29,1.0,0.921762,0.9592884,Wed_Feb_28_13_29_18_2024,
1268,No Diri,Bounded NBD,High,High,29,1.0,0.8313349,0.9079005,Wed_Feb_28_12_31_07_2024,
1269,No Diri,Bounded NBD,Low,Low,29,0.8450704,0.952381,0.8955224,Wed_Feb_28_13_29_03_2024,
1270,No Diri,Bounded NBD,High,Low,29,1.0,0.9337061,0.9657166,Wed_Feb_28_13_29_12_2024,
1271,No Diri,Bounded NBD,Low,High,29,0.8225806,0.85,0.8360656,Wed_Feb_28_13_29_23_2024,
1272,No Diri,Bounded NBD,Low,Low,30,0.8823529,0.952381,0.9160305,Wed_Feb_28_13_29_13_2024,
1273,No Diri,Bounded NBD,Very High,High,30,0.9921875,0.8517773,0.9166366,Wed_Feb_28_13_29_34_2024,
1274,No Diri,Bounded NBD,Medium,High,30,0.9811765,0.8562628,0.9144737,Wed_Feb_28_13_29_28_2024,
1275,No Diri,Bounded NBD,Very High,Low,30,1.0,0.921762,0.9592884,Wed_Feb_28_13_29_18_2024,
1276,No Diri,Bounded NBD,High,High,30,1.0,0.8289369,0.9064685,Wed_Feb_28_12_30_31_2024,
1277,No Diri,Bounded NBD,Medium,Low,30,1.0,0.9272727,0.9622642,Wed_Feb_28_13_29_15_2024,
1278,No Diri,Bounded NBD,Low,High,30,0.8644068,0.85,0.8571429,Wed_Feb_28_13_29_25_2024,
1279,No Diri,Bounded NBD,High,Low,30,1.0,0.9353035,0.9665704,Wed_Feb_28_13_29_16_2024,
1280,No Diri,Bounded NBD,Very High,High,31,0.9976563,0.8564722,0.9216889,Wed_Feb_28_13_29_59_2024,
1281,No Diri,Bounded NBD,Low,Low,31,0.9230769,0.952381,0.9375,Wed_Feb_28_13_29_40_2024,
1282,No Diri,Bounded NBD,Medium,High,31,0.972028,0.8562628,0.9104803,Wed_Feb_28_13_29_53_2024,
1283,No Diri,Bounded NBD,High,Low,31,1.0,0.9384984,0.9682736,Wed_Feb_28_13_29_47_2024,
1284,No Diri,Bounded NBD,High,High,31,1.0,0.8289369,0.9064685,Wed_Feb_28_12_31_43_2024,
1285,No Diri,Bounded NBD,Medium,Low,31,1.0,0.9232323,0.960084,Wed_Feb_28_13_29_43_2024,
1286,No Diri,Bounded NBD,Low,High,31,0.8360656,0.85,0.8429752,Wed_Feb_28_13_29_50_2024,
1287,No Diri,Bounded NBD,Very High,Low,31,1.0,0.921762,0.9592884,Wed_Feb_28_13_29_47_2024,
1288,No Diri,Bounded NBD,High,High,32,1.0,0.8289369,0.9064685,Wed_Feb_28_12_32_15_2024,
1289,No Diri,Bounded NBD,Low,High,32,0.8225806,0.85,0.8360656,Wed_Feb_28_13_30_53_2024,
1290,No Diri,Bounded NBD,Medium,Low,32,1.0,0.9292929,0.9633508,Wed_Feb_28_13_30_44_2024,
1291,No Diri,Bounded NBD,Medium,High,32,0.9787234,0.8501027,0.9098901,Wed_Feb_28_13_30_52_2024,
1292,No Diri,Bounded NBD,Very High,Low,32,1.0,0.921762,0.9592884,Wed_Feb_28_13_30_48_2024,
1293,No Diri,Bounded NBD,Very High,High,32,0.9960968,0.8558015,0.9206349,Wed_Feb_28_13_30_59_2024,
1294,No Diri,Bounded NBD,Low,Low,32,0.8823529,0.952381,0.9160305,Wed_Feb_28_13_30_42_2024,
1295,No Diri,Bounded NBD,High,Low,32,1.0,0.9353035,0.9665704,Wed_Feb_28_13_30_46_2024,
1296,No Diri,Bounded NBD,Very High,High,33,0.9913793,0.8484239,0.9143477,Wed_Feb_28_14_47_31_2024,
1297,No Diri,Bounded NBD,Low,Low,33,0.8955224,0.952381,0.9230769,Wed_Feb_28_14_47_03_2024,
1298,No Diri,Bounded NBD,High,High,33,1.0,0.8329337,0.908853,Thu_Feb_29_10_17_19_2024,
1299,No Diri,Bounded NBD,Medium,Low,33,1.0,0.9232323,0.960084,Wed_Feb_28_14_47_06_2024,
1300,No Diri,Bounded NBD,Very High,Low,33,1.0,0.921762,0.9592884,Wed_Feb_28_14_47_12_2024,
1301,No Diri,Bounded NBD,Low,High,33,0.8225806,0.85,0.8360656,Wed_Feb_28_14_47_18_2024,
1302,No Diri,Bounded NBD,Medium,High,33,0.971897,0.8521561,0.9080963,Wed_Feb_28_14_47_22_2024,
1303,No Diri,Bounded NBD,High,Low,33,1.0,0.936901,0.9674227,Wed_Feb_28_14_47_07_2024,
1304,No Diri,Bounded NBD,Very High,High,34,0.9937549,0.8537894,0.9184704,Wed_Feb_28_14_48_01_2024,
1305,No Diri,Bounded NBD,Low,High,34,0.8360656,0.85,0.8429752,Wed_Feb_28_14_47_53_2024,
1306,No Diri,Bounded NBD,High,High,34,0.997093,0.822542,0.9014455,Thu_Feb_29_09_34_27_2024,
1307,No Diri,Bounded NBD,Medium,High,34,0.9741784,0.8521561,0.9090909,Wed_Feb_28_14_47_56_2024,
1308,No Diri,Bounded NBD,Low,Low,34,0.8450704,0.952381,0.8955224,Wed_Feb_28_14_47_40_2024,
1309,No Diri,Bounded NBD,High,Low,34,1.0,0.936901,0.9674227,Wed_Feb_28_14_47_45_2024,
1310,No Diri,Bounded NBD,Medium,Low,34,1.0,0.9191919,0.9578947,Wed_Feb_28_14_47_42_2024,
1311,No Diri,Bounded NBD,Very High,Low,34,1.0,0.921762,0.9592884,Wed_Feb_28_14_47_45_2024,
1312,No Diri,Bounded NBD,High,High,35,1.0,0.8321343,0.908377,Thu_Feb_29_00_35_43_2024,
1313,No Diri,Bounded NBD,Medium,Low,35,0.9978166,0.9232323,0.9590766,Wed_Feb_28_14_48_20_2024,
1314,No Diri,Bounded NBD,Low,Low,35,0.8955224,0.952381,0.9230769,Wed_Feb_28_14_48_18_2024,
1315,No Diri,Bounded NBD,Medium,High,35,0.9698376,0.8583162,0.9106754,Wed_Feb_28_14_48_33_2024,
1316,No Diri,Bounded NBD,High,Low,35,1.0,0.936901,0.9674227,Wed_Feb_28_14_48_23_2024,
1317,No Diri,Bounded NBD,Very High,Low,35,1.0,0.921762,0.9592884,Wed_Feb_28_14_48_27_2024,
1318,No Diri,Bounded NBD,Very High,High,35,0.9937304,0.8504359,0.9165161,Wed_Feb_28_14_48_40_2024,
1319,No Diri,Bounded NBD,Low,High,35,0.8225806,0.85,0.8360656,Wed_Feb_28_14_48_28_2024,
1320,No Diri,Bounded NBD,Very High,Low,36,1.0,0.9230769,0.96,Wed_Feb_28_14_49_24_2024,
1321,No Diri,Bounded NBD,High,High,36,1.0,0.8329337,0.908853,Thu_Feb_29_00_35_33_2024,
1322,No Diri,Bounded NBD,High,Low,36,1.0,0.936901,0.9674227,Wed_Feb_28_14_49_17_2024,
1323,No Diri,Bounded NBD,Very High,High,36,0.9953344,0.8584842,0.9218581,Wed_Feb_28_14_49_35_2024,
1324,No Diri,Bounded NBD,Low,Low,36,0.8695652,0.952381,0.9090909,Wed_Feb_28_14_49_13_2024,
1325,No Diri,Bounded NBD,Low,High,36,0.8644068,0.85,0.8571429,Wed_Feb_28_14_49_27_2024,
1326,No Diri,Bounded NBD,Medium,High,36,0.9812646,0.8603696,0.916849,Wed_Feb_28_14_49_30_2024,
1327,No Diri,Bounded NBD,Medium,Low,36,1.0,0.9232323,0.960084,Wed_Feb_28_14_49_17_2024,
1328,No Diri,Bounded NBD,Low,Low,37,0.8450704,0.952381,0.8955224,Wed_Feb_28_15_52_38_2024,
1329,No Diri,Bounded NBD,Medium,Low,37,1.0,0.9191919,0.9578947,Wed_Feb_28_15_52_39_2024,
1330,No Diri,Bounded NBD,Low,High,37,0.85,0.85,0.85,Wed_Feb_28_15_52_52_2024,
1331,No Diri,Bounded NBD,High,Low,37,1.0,0.9353035,0.9665704,Wed_Feb_28_15_52_41_2024,
1332,No Diri,Bounded NBD,Very High,Low,37,1.0,0.9230769,0.96,Wed_Feb_28_15_52_45_2024,
1333,No Diri,Bounded NBD,Very High,High,37,0.9937304,0.8504359,0.9165161,Wed_Feb_28_15_53_04_2024,
1334,No Diri,Bounded NBD,High,High,37,1.0,0.8265388,0.9050328,Wed_Feb_28_21_51_08_2024,
1335,No Diri,Bounded NBD,Medium,High,37,0.9742991,0.8562628,0.9114754,Wed_Feb_28_15_52_52_2024,
1336,No Diri,Bounded NBD,Medium,Low,38,1.0,0.9232323,0.960084,Wed_Feb_28_15_52_39_2024,
1337,No Diri,Bounded NBD,Medium,High,38,0.979021,0.862423,0.9170306,Wed_Feb_28_15_52_51_2024,
1338,No Diri,Bounded NBD,High,Low,38,1.0,0.9408946,0.9695473,Wed_Feb_28_15_52_42_2024,
1339,No Diri,Bounded NBD,Low,High,38,0.8095238,0.85,0.8292683,Wed_Feb_28_15_52_48_2024,
1340,No Diri,Bounded NBD,Very High,Low,38,1.0,0.9230769,0.96,Wed_Feb_28_15_52_46_2024,
1341,No Diri,Bounded NBD,High,High,38,1.0,0.833733,0.9093287,Thu_Feb_29_10_17_30_2024,
1342,No Diri,Bounded NBD,Very High,High,38,0.9976378,0.8497653,0.9177834,Wed_Feb_28_15_53_00_2024,
1343,No Diri,Bounded NBD,Low,Low,38,0.8695652,0.952381,0.9090909,Wed_Feb_28_15_52_37_2024,
1344,No Diri,Bounded NBD,Low,Low,39,0.8695652,0.952381,0.9090909,Wed_Feb_28_15_52_39_2024,
1345,No Diri,Bounded NBD,High,High,39,1.0,0.8289369,0.9064685,Thu_Feb_29_09_34_36_2024,
1346,No Diri,Bounded NBD,Very High,Low,39,1.0,0.921762,0.9592884,Wed_Feb_28_15_52_49_2024,
1347,No Diri,Bounded NBD,Medium,Low,39,1.0,0.9232323,0.960084,Wed_Feb_28_15_52_42_2024,
1348,No Diri,Bounded NBD,High,Low,39,1.0,0.9353035,0.9665704,Wed_Feb_28_15_52_46_2024,
1349,No Diri,Bounded NBD,Medium,High,39,0.9812207,0.8583162,0.9156627,Wed_Feb_28_15_52_55_2024,
1350,No Diri,Bounded NBD,Low,High,39,0.8360656,0.85,0.8429752,Wed_Feb_28_15_52_53_2024,
1351,No Diri,Bounded NBD,Very High,High,39,0.9960876,0.8537894,0.9194655,Wed_Feb_28_15_53_00_2024,
1352,No Diri,Bounded NBD,Medium,High,40,0.979021,0.862423,0.9170306,Wed_Feb_28_15_53_11_2024,
1353,No Diri,Bounded NBD,Medium,Low,40,1.0,0.9292929,0.9633508,Wed_Feb_28_15_52_55_2024,
1354,No Diri,Bounded NBD,Very High,High,40,0.993784,0.8578135,0.9208063,Wed_Feb_28_15_53_17_2024,
1355,No Diri,Bounded NBD,Low,High,40,0.85,0.85,0.85,Wed_Feb_28_15_53_08_2024,
1356,No Diri,Bounded NBD,Very High,Low,40,1.0,0.921762,0.9592884,Wed_Feb_28_15_53_04_2024,
1357,No Diri,Bounded NBD,Low,Low,40,0.8695652,0.952381,0.9090909,Wed_Feb_28_15_52_53_2024,
1358,No Diri,Bounded NBD,High,Low,40,1.0,0.9392971,0.9686985,Wed_Feb_28_15_52_59_2024,
1359,No Diri,Bounded NBD,High,High,40,1.0,0.8313349,0.9079005,Thu_Feb_29_09_34_48_2024,
1360,No Diri,Bounded NBD,Medium,High,41,0.9791183,0.8665298,0.91939,Wed_Feb_28_18_11_35_2024,
1361,No Diri,Bounded NBD,Very High,Low,41,1.0,0.921762,0.9592884,Wed_Feb_28_18_11_32_2024,
1362,No Diri,Bounded NBD,High,High,41,1.0,0.8265388,0.9050328,Wed_Feb_28_22_57_19_2024,
1363,No Diri,Bounded NBD,High,Low,41,1.0,0.9353035,0.9665704,Wed_Feb_28_18_11_26_2024,
1364,No Diri,Bounded NBD,Medium,Low,41,1.0,0.9232323,0.960084,Wed_Feb_28_18_11_24_2024,
1365,No Diri,Bounded NBD,Low,Low,41,0.8333333,0.952381,0.8888889,Wed_Feb_28_18_11_20_2024,
1366,No Diri,Bounded NBD,Low,High,41,0.8360656,0.85,0.8429752,Wed_Feb_28_18_11_35_2024,
1367,No Diri,Bounded NBD,Very High,High,41,0.9953198,0.8558015,0.9203029,Wed_Feb_28_18_11_43_2024,
1368,No Diri,Bounded NBD,Low,Low,42,0.8955224,0.952381,0.9230769,Wed_Feb_28_18_11_32_2024,
1369,No Diri,Bounded NBD,Very High,Low,42,1.0,0.921762,0.9592884,Wed_Feb_28_18_11_41_2024,
1370,No Diri,Bounded NBD,Very High,High,42,0.9945184,0.8517773,0.9176301,Wed_Feb_28_18_11_51_2024,
1371,No Diri,Bounded NBD,High,High,42,1.0,0.8313349,0.9079005,Wed_Feb_28_21_51_36_2024,
1372,No Diri,Bounded NBD,Medium,High,42,0.974537,0.8644764,0.9162133,Wed_Feb_28_18_11_44_2024,
1373,No Diri,Bounded NBD,High,Low,42,1.0,0.9392971,0.9686985,Wed_Feb_28_18_11_37_2024,
1374,No Diri,Bounded NBD,Medium,Low,42,0.9978166,0.9232323,0.9590766,Wed_Feb_28_18_11_34_2024,
1375,No Diri,Bounded NBD,Low,High,42,0.8225806,0.85,0.8360656,Wed_Feb_28_18_11_43_2024,
1376,No Diri,Bounded NBD,High,High,43,1.0,0.8313349,0.9079005,Thu_Feb_29_10_17_41_2024,
1377,No Diri,Bounded NBD,Low,High,43,0.85,0.85,0.85,Wed_Feb_28_18_12_06_2024,
1378,No Diri,Bounded NBD,Medium,Low,43,0.9978214,0.9252525,0.9601677,Wed_Feb_28_18_11_56_2024,
1379,No Diri,Bounded NBD,Low,Low,43,0.8695652,0.952381,0.9090909,Wed_Feb_28_18_11_54_2024,
1380,No Diri,Bounded NBD,Very High,High,43,0.9961029,0.8571429,0.9214131,Wed_Feb_28_18_12_22_2024,
1381,No Diri,Bounded NBD,Very High,Low,43,1.0,0.921762,0.9592884,Wed_Feb_28_18_12_06_2024,
1382,No Diri,Bounded NBD,High,Low,43,1.0,0.936901,0.9674227,Wed_Feb_28_18_12_01_2024,
1383,No Diri,Bounded NBD,Medium,High,43,0.9741784,0.8521561,0.9090909,Wed_Feb_28_18_12_14_2024,
1384,No Diri,Bounded NBD,High,Low,44,1.0,0.9384984,0.9682736,Wed_Feb_28_18_12_18_2024,
1385,No Diri,Bounded NBD,Medium,Low,44,1.0,0.9232323,0.960084,Wed_Feb_28_18_12_15_2024,
1386,No Diri,Bounded NBD,High,High,44,1.0,0.8241407,0.9035933,Thu_Feb_29_10_17_55_2024,
1387,No Diri,Bounded NBD,Very High,High,44,0.996892,0.8604963,0.9236861,Wed_Feb_28_18_12_38_2024,
1388,No Diri,Bounded NBD,Medium,High,44,0.9835294,0.8583162,0.9166667,Wed_Feb_28_18_12_31_2024,
1389,No Diri,Bounded NBD,Very High,Low,44,1.0,0.921762,0.9592884,Wed_Feb_28_18_12_23_2024,
1390,No Diri,Bounded NBD,Low,Low,44,0.8823529,0.952381,0.9160305,Wed_Feb_28_18_12_11_2024,
1391,No Diri,Bounded NBD,Low,High,44,0.8225806,0.85,0.8360656,Wed_Feb_28_18_12_27_2024,
1392,No Diri,Bounded NBD,Very High,High,45,0.9976397,0.8504359,0.9181752,Wed_Feb_28_18_58_36_2024,
1393,No Diri,Bounded NBD,Very High,Low,45,1.0,0.9197896,0.9582192,Wed_Feb_28_18_58_20_2024,
1394,No Diri,Bounded NBD,High,Low,45,1.0,0.9384984,0.9682736,Wed_Feb_28_18_58_18_2024,
1395,No Diri,Bounded NBD,High,High,45,1.0,0.8241407,0.9035933,Wed_Feb_28_23_43_36_2024,
1396,No Diri,Bounded NBD,Medium,High,45,0.9788235,0.8542094,0.9122807,Wed_Feb_28_18_58_31_2024,
1397,No Diri,Bounded NBD,Low,Low,45,0.8695652,0.952381,0.9090909,Wed_Feb_28_18_58_13_2024,
1398,No Diri,Bounded NBD,Medium,Low,45,1.0,0.9333333,0.9655172,Wed_Feb_28_18_58_16_2024,
1399,No Diri,Bounded NBD,Low,High,45,0.8225806,0.85,0.8360656,Wed_Feb_28_18_58_28_2024,
1400,No Diri,Bounded NBD,Low,High,46,0.8095238,0.85,0.8292683,Wed_Feb_28_18_59_16_2024,
1401,No Diri,Bounded NBD,High,High,46,1.0,0.8361311,0.9107532,Wed_Feb_28_22_57_35_2024,
1402,No Diri,Bounded NBD,High,Low,46,1.0,0.936901,0.9674227,Wed_Feb_28_18_59_09_2024,
1403,No Diri,Bounded NBD,Medium,High,46,0.9765808,0.8562628,0.9124726,Wed_Feb_28_18_59_17_2024,
1404,No Diri,Bounded NBD,Very High,Low,46,1.0,0.9230769,0.96,Wed_Feb_28_18_59_13_2024,
1405,No Diri,Bounded NBD,Medium,Low,46,1.0,0.9191919,0.9578947,Wed_Feb_28_18_59_07_2024,
1406,No Diri,Bounded NBD,Low,Low,46,0.8571429,0.952381,0.9022556,Wed_Feb_28_18_59_04_2024,
1407,No Diri,Bounded NBD,Very High,High,46,0.9945568,0.8578135,0.9211379,Wed_Feb_28_18_59_24_2024,
1408,No Diri,Bounded NBD,Very High,High,47,0.9937057,0.8470825,0.9145547,Wed_Feb_28_18_59_43_2024,
1409,No Diri,Bounded NBD,Very High,Low,47,1.0,0.921762,0.9592884,Wed_Feb_28_18_59_30_2024,
1410,No Diri,Bounded NBD,High,Low,47,1.0,0.936901,0.9674227,Wed_Feb_28_18_59_29_2024,
1411,No Diri,Bounded NBD,Medium,Low,47,1.0,0.9232323,0.960084,Wed_Feb_28_18_59_25_2024,
1412,No Diri,Bounded NBD,Low,Low,47,0.8695652,0.952381,0.9090909,Wed_Feb_28_18_59_22_2024,
1413,No Diri,Bounded NBD,Medium,High,47,0.9742991,0.8562628,0.9114754,Wed_Feb_28_18_59_37_2024,
1414,No Diri,Bounded NBD,High,High,47,1.0,0.8257394,0.9045534,Wed_Feb_28_21_51_58_2024,
1415,No Diri,Bounded NBD,Low,High,47,0.85,0.85,0.85,Wed_Feb_28_18_59_33_2024,
1416,No Diri,Bounded NBD,Low,High,48,0.8225806,0.85,0.8360656,Wed_Feb_28_18_59_53_2024,
1417,No Diri,Bounded NBD,High,Low,48,1.0,0.9353035,0.9665704,Wed_Feb_28_18_59_48_2024,
1418,No Diri,Bounded NBD,Low,Low,48,0.8695652,0.952381,0.9090909,Wed_Feb_28_18_59_41_2024,
1419,No Diri,Bounded NBD,High,High,48,0.9971126,0.8281375,0.9048035,Wed_Feb_28_21_52_23_2024,
1420,No Diri,Bounded NBD,Medium,High,48,0.9722222,0.862423,0.914037,Wed_Feb_28_18_59_56_2024,
1421,No Diri,Bounded NBD,Very High,High,48,0.994527,0.8531187,0.9184116,Wed_Feb_28_19_00_01_2024,
1422,No Diri,Bounded NBD,Very High,Low,48,1.0,0.921762,0.9592884,Wed_Feb_28_18_59_49_2024,
1423,No Diri,Bounded NBD,Medium,Low,48,0.9913232,0.9232323,0.9560669,Wed_Feb_28_18_59_44_2024,
1424,No Diri,Bounded NBD,Medium,Low,49,1.0,0.9232323,0.960084,Wed_Feb_28_20_00_36_2024,
1425,No Diri,Bounded NBD,Low,High,49,0.85,0.85,0.85,Wed_Feb_28_20_00_44_2024,
1426,No Diri,Bounded NBD,Very High,Low,49,1.0,0.921762,0.9592884,Wed_Feb_28_20_00_42_2024,
1427,No Diri,Bounded NBD,High,Low,49,1.0,0.9353035,0.9665704,Wed_Feb_28_20_00_38_2024,
1428,No Diri,Bounded NBD,High,High,49,1.0,0.8289369,0.9064685,Thu_Feb_29_00_35_54_2024,
1429,No Diri,Bounded NBD,Low,Low,49,0.8823529,0.952381,0.9160305,Wed_Feb_28_20_00_32_2024,
1430,No Diri,Bounded NBD,Very High,High,49,0.9976415,0.8511066,0.9185668,Wed_Feb_28_20_00_59_2024,
